year,month,day,hour,O3_target,NO2_target
2022.00,3.00,26.00,16.00,5.35,116.43
2022.00,3.00,26.00,17.00,3.88,113.07
2022.00,3.00,26.00,18.00,4.25,111.05
2022.00,3.00,26.00,19.00,4.85,107.60
2022.00,3.00,26.00,20.00,6.00,105.43
2022.00,3.00,26.00,21.00,8.25,108.40
2022.00,3.00,26.00,22.00,14.12,97.38
2022.00,3.00,26.00,23.00,6.30,92.75
2019.00,11.00,22.00,0.00,9.85,76.03
2019.00,11.00,22.00,1.00,12.95,63.55
2019.00,11.00,22.00,2.00,10.62,76.30
2019.00,11.00,22.00,3.00,9.80,86.53
2019.00,11.00,22.00,4.00,10.32,92.28
2019.00,11.00,22.00,5.00,23.48,81.72
2019.00,11.00,22.00,6.00,44.40,82.62
2019.00,11.00,22.00,7.00,65.27,102.10
2019.00,11.00,22.00,8.00,81.20,78.00
2019.00,11.00,22.00,9.00,96.47,68.53
2019.00,11.00,22.00,10.00,100.80,68.20
2019.00,11.00,22.00,11.00,91.92,66.43
2019.00,11.00,22.00,12.00,30.62,108.88
2019.00,11.00,22.00,13.00,5.15,123.22
2019.00,11.00,22.00,14.00,5.15,115.47
2019.00,11.00,22.00,15.00,5.83,109.42
2019.00,11.00,22.00,16.00,6.68,98.65
2019.00,11.00,22.00,17.00,6.25,97.40
2019.00,11.00,22.00,18.00,6.85,94.10
2019.00,11.00,22.00,19.00,6.22,84.03
2019.00,11.00,22.00,20.00,5.10,74.78
2019.00,11.00,22.00,21.00,5.78,63.70
2019.00,11.00,22.00,22.00,5.20,59.98
2019.00,11.00,22.00,23.00,4.33,60.53
2020.00,8.00,21.00,0.00,2.00,23.88
2020.00,8.00,21.00,1.00,4.28,22.85
2020.00,8.00,21.00,2.00,5.90,18.15
2020.00,8.00,21.00,3.00,16.10,13.02
2020.00,8.00,21.00,4.00,25.98,14.93
2020.00,8.00,21.00,5.00,36.08,10.35
2020.00,8.00,21.00,6.00,37.40,11.57
2020.00,8.00,21.00,7.00,31.25,10.85
2020.00,8.00,21.00,8.00,29.95,10.20
2020.00,8.00,21.00,9.00,33.73,10.22
2020.00,8.00,21.00,10.00,37.60,12.70
2020.00,8.00,21.00,11.00,29.07,18.20
2020.00,8.00,21.00,12.00,18.20,22.00
2020.00,8.00,21.00,13.00,10.55,25.75
2020.00,8.00,21.00,14.00,4.38,31.75
2020.00,8.00,21.00,15.00,2.93,32.55
2020.00,8.00,21.00,16.00,3.17,32.38
2020.00,8.00,21.00,17.00,2.90,30.80
2020.00,8.00,21.00,18.00,1.58,26.88
2020.00,8.00,21.00,19.00,6.75,18.70
2020.00,8.00,21.00,20.00,11.20,15.65
2020.00,8.00,21.00,21.00,7.78,17.30
2020.00,8.00,21.00,22.00,11.00,11.50
2020.00,8.00,21.00,23.00,12.47,9.00
2021.00,2.00,20.00,0.00,3.35,42.07
2021.00,2.00,20.00,1.00,2.35,42.75
2021.00,2.00,20.00,2.00,2.33,43.33
2021.00,2.00,20.00,3.00,2.88,41.90
2021.00,2.00,20.00,4.00,4.28,43.57
2021.00,2.00,20.00,5.00,9.08,55.65
2021.00,2.00,20.00,6.00,23.10,56.00
2021.00,2.00,20.00,7.00,40.42,60.55
2021.00,2.00,20.00,8.00,58.77,56.83
2021.00,2.00,20.00,9.00,72.75,46.77
2021.00,2.00,20.00,10.00,71.93,47.25
2021.00,2.00,20.00,11.00,75.20,58.97
2021.00,2.00,20.00,12.00,48.95,61.33
2021.00,2.00,20.00,13.00,8.45,92.25
2021.00,2.00,20.00,14.00,2.28,93.78
2021.00,2.00,20.00,15.00,2.77,91.40
2021.00,2.00,20.00,16.00,3.12,87.15
2021.00,2.00,20.00,17.00,2.75,87.75
2021.00,2.00,20.00,18.00,3.00,82.28
2021.00,2.00,20.00,19.00,2.48,79.18
2021.00,2.00,20.00,20.00,3.30,72.53
2021.00,2.00,20.00,21.00,3.25,76.00
2021.00,2.00,20.00,22.00,3.23,68.00
2021.00,2.00,20.00,23.00,2.73,63.50
2024.00,4.00,11.00,0.00,11.23,113.72
2024.00,4.00,11.00,1.00,10.70,137.45
2024.00,4.00,11.00,2.00,13.70,98.25
2024.00,4.00,11.00,3.00,18.73,105.62
2024.00,4.00,11.00,4.00,38.83,100.88
2024.00,4.00,11.00,5.00,71.15,76.85
2024.00,4.00,11.00,6.00,97.90,57.45
2024.00,4.00,11.00,7.00,105.72,44.77
2024.00,4.00,11.00,8.00,106.10,33.02
2024.00,4.00,11.00,9.00,115.08,31.88
2024.00,4.00,11.00,10.00,113.27,31.65
2024.00,4.00,11.00,11.00,121.98,37.67
2024.00,4.00,11.00,12.00,116.33,37.57
2024.00,4.00,11.00,13.00,89.33,42.42
2024.00,4.00,11.00,14.00,50.82,78.42
2024.00,4.00,11.00,15.00,15.55,135.45
2024.00,4.00,11.00,16.00,34.15,92.08
2024.00,4.00,11.00,17.00,30.15,82.80
2024.00,4.00,11.00,18.00,10.07,111.65
2024.00,4.00,11.00,19.00,10.25,120.00
2024.00,4.00,11.00,20.00,10.70,123.60
2024.00,4.00,11.00,21.00,11.25,125.50
2024.00,4.00,11.00,22.00,13.50,114.42
2024.00,4.00,11.00,23.00,11.90,122.80
2021.00,9.00,19.00,0.00,5.80,25.67
2021.00,9.00,19.00,1.00,5.70,26.23
2021.00,9.00,19.00,2.00,7.73,23.75
2021.00,9.00,19.00,3.00,14.60,19.83
2021.00,9.00,19.00,4.00,21.12,15.17
2021.00,9.00,19.00,5.00,25.88,13.70
2021.00,9.00,19.00,6.00,31.82,13.15
2021.00,9.00,19.00,7.00,35.83,12.90
2021.00,9.00,19.00,8.00,38.72,13.30
2021.00,9.00,19.00,9.00,38.60,14.72
2021.00,9.00,19.00,10.00,37.03,16.17
2021.00,9.00,19.00,11.00,32.70,17.35
2021.00,9.00,19.00,12.00,27.65,24.57
2021.00,9.00,19.00,13.00,14.85,45.28
2021.00,9.00,19.00,14.00,5.25,56.80
2021.00,9.00,19.00,15.00,4.85,50.20
2021.00,9.00,19.00,16.00,4.82,48.60
2021.00,9.00,19.00,17.00,4.00,51.02
2021.00,9.00,19.00,18.00,3.38,44.67
2021.00,9.00,19.00,19.00,3.60,44.68
2021.00,9.00,19.00,20.00,2.90,42.60
2021.00,9.00,19.00,21.00,5.50,37.20
2021.00,9.00,19.00,22.00,7.65,31.67
2021.00,9.00,19.00,23.00,7.82,27.45
2022.00,9.00,30.00,0.00,1.60,53.80
2022.00,9.00,30.00,1.00,1.20,56.62
2022.00,9.00,30.00,2.00,2.78,61.03
2022.00,9.00,30.00,3.00,2.67,83.55
2022.00,9.00,30.00,4.00,12.02,76.75
2022.00,9.00,30.00,5.00,36.45,53.60
2022.00,9.00,30.00,6.00,68.65,40.23
2022.00,9.00,30.00,7.00,86.80,35.77
2022.00,9.00,30.00,8.00,90.75,32.58
2022.00,9.00,30.00,9.00,89.42,33.67
2022.00,9.00,30.00,10.00,76.33,40.62
2022.00,9.00,30.00,11.00,62.03,48.63
2022.00,9.00,30.00,12.00,45.17,52.52
2022.00,9.00,30.00,13.00,17.80,87.67
2022.00,9.00,30.00,14.00,5.80,106.50
2022.00,9.00,30.00,15.00,4.65,110.95
2022.00,9.00,30.00,16.00,3.55,104.92
2022.00,9.00,30.00,17.00,1.23,103.83
2022.00,9.00,30.00,18.00,1.93,99.83
2022.00,9.00,30.00,19.00,2.00,93.40
2022.00,9.00,30.00,20.00,2.40,77.70
2022.00,9.00,30.00,21.00,2.85,81.60
2022.00,9.00,30.00,22.00,3.55,62.55
2022.00,9.00,30.00,23.00,3.60,51.58
2020.00,6.00,13.00,0.00,51.47,39.03
2020.00,6.00,13.00,1.00,51.47,27.38
2020.00,6.00,13.00,2.00,51.95,20.50
2020.00,6.00,13.00,3.00,51.30,22.93
2020.00,6.00,13.00,4.00,51.62,18.55
2020.00,6.00,13.00,5.00,50.80,17.00
2020.00,6.00,13.00,6.00,51.45,14.60
2020.00,6.00,13.00,7.00,51.75,15.02
2020.00,6.00,13.00,8.00,50.25,24.57
2020.00,6.00,13.00,9.00,51.60,31.85
2020.00,6.00,13.00,10.00,53.62,22.08
2020.00,6.00,13.00,11.00,55.83,35.23
2020.00,6.00,13.00,12.00,55.85,46.60
2020.00,6.00,13.00,13.00,54.88,22.73
2020.00,6.00,13.00,14.00,53.95,22.70
2020.00,6.00,13.00,15.00,53.15,31.38
2020.00,6.00,13.00,16.00,53.75,47.08
2020.00,6.00,13.00,17.00,54.17,29.97
2020.00,6.00,13.00,18.00,54.42,44.27
2020.00,6.00,13.00,19.00,54.83,52.40
2020.00,6.00,13.00,20.00,64.10,45.33
2020.00,6.00,13.00,21.00,51.65,51.40
2020.00,6.00,13.00,22.00,53.18,44.85
2020.00,6.00,13.00,23.00,52.58,32.48
2020.00,10.00,5.00,0.00,22.43,34.88
2020.00,10.00,5.00,1.00,22.45,36.65
2020.00,10.00,5.00,2.00,13.43,46.50
2020.00,10.00,5.00,3.00,20.48,48.70
2020.00,10.00,5.00,4.00,54.65,54.05
2020.00,10.00,5.00,5.00,87.38,43.25
2020.00,10.00,5.00,6.00,92.58,33.45
2020.00,10.00,5.00,7.00,87.72,30.75
2020.00,10.00,5.00,8.00,84.33,29.57
2020.00,10.00,5.00,9.00,77.62,29.05
2020.00,10.00,5.00,10.00,72.73,32.15
2020.00,10.00,5.00,11.00,62.95,36.47
2020.00,10.00,5.00,12.00,42.18,54.58
2020.00,10.00,5.00,13.00,15.77,77.70
2020.00,10.00,5.00,14.00,6.63,92.45
2020.00,10.00,5.00,15.00,2.47,84.97
2020.00,10.00,5.00,16.00,10.50,77.72
2020.00,10.00,5.00,17.00,8.10,71.03
2020.00,10.00,5.00,18.00,5.50,68.78
2020.00,10.00,5.00,19.00,13.07,59.40
2020.00,10.00,5.00,20.00,7.80,56.77
2020.00,10.00,5.00,21.00,7.78,58.20
2020.00,10.00,5.00,22.00,5.10,54.35
2020.00,10.00,5.00,23.00,6.38,51.55
2022.00,10.00,1.00,0.00,2.75,51.90
2022.00,10.00,1.00,1.00,1.15,57.15
2022.00,10.00,1.00,2.00,1.33,65.85
2022.00,10.00,1.00,3.00,4.25,79.27
2022.00,10.00,1.00,4.00,19.23,66.15
2022.00,10.00,1.00,5.00,48.52,46.47
2022.00,10.00,1.00,6.00,69.70,34.55
2022.00,10.00,1.00,7.00,83.78,36.12
2022.00,10.00,1.00,8.00,92.65,33.73
2022.00,10.00,1.00,9.00,91.45,35.67
2022.00,10.00,1.00,10.00,74.80,36.00
2022.00,10.00,1.00,11.00,64.20,49.40
2022.00,10.00,1.00,12.00,36.33,82.03
2022.00,10.00,1.00,13.00,8.65,119.17
2022.00,10.00,1.00,14.00,6.03,124.80
2022.00,10.00,1.00,15.00,2.83,129.43
2022.00,10.00,1.00,16.00,2.35,121.72
2022.00,10.00,1.00,17.00,1.63,114.08
2022.00,10.00,1.00,18.00,2.05,100.00
2022.00,10.00,1.00,19.00,3.65,81.38
2022.00,10.00,1.00,20.00,2.80,77.32
2022.00,10.00,1.00,21.00,4.08,64.70
2022.00,10.00,1.00,22.00,2.67,68.00
2022.00,10.00,1.00,23.00,1.70,64.38
2021.00,7.00,12.00,0.00,20.23,10.12
2021.00,7.00,12.00,1.00,15.62,11.10
2021.00,7.00,12.00,2.00,17.00,11.43
2021.00,7.00,12.00,3.00,21.27,11.95
2021.00,7.00,12.00,4.00,25.43,12.82
2021.00,7.00,12.00,5.00,29.40,14.28
2021.00,7.00,12.00,6.00,34.52,14.57
2021.00,7.00,12.00,7.00,36.25,14.85
2021.00,7.00,12.00,8.00,40.25,14.10
2021.00,7.00,12.00,9.00,38.65,14.55
2021.00,7.00,12.00,10.00,43.20,16.70
2021.00,7.00,12.00,11.00,40.95,18.02
2021.00,7.00,12.00,12.00,37.40,17.40
2021.00,7.00,12.00,13.00,25.57,25.27
2021.00,7.00,12.00,14.00,21.53,25.23
2021.00,7.00,12.00,15.00,21.18,22.65
2021.00,7.00,12.00,16.00,19.48,20.00
2021.00,7.00,12.00,17.00,18.10,17.62
2021.00,7.00,12.00,18.00,13.85,17.90
2021.00,7.00,12.00,19.00,15.17,17.50
2021.00,7.00,12.00,20.00,15.70,15.55
2021.00,7.00,12.00,21.00,17.15,14.90
2021.00,7.00,12.00,22.00,18.32,14.60
2021.00,7.00,12.00,23.00,15.22,14.63
2023.00,4.00,26.00,0.00,30.77,57.17
2023.00,4.00,26.00,1.00,19.20,73.48
2023.00,4.00,26.00,2.00,9.25,89.97
2023.00,4.00,26.00,3.00,41.62,51.53
2023.00,4.00,26.00,4.00,67.42,41.00
2023.00,4.00,26.00,5.00,80.92,40.45
2023.00,4.00,26.00,6.00,108.47,29.12
2023.00,4.00,26.00,7.00,130.43,23.62
2023.00,4.00,26.00,8.00,121.80,17.88
2023.00,4.00,26.00,9.00,114.28,13.57
2023.00,4.00,26.00,10.00,134.05,15.40
2023.00,4.00,26.00,11.00,147.28,19.18
2023.00,4.00,26.00,12.00,146.90,23.48
2023.00,4.00,26.00,13.00,111.45,54.53
2023.00,4.00,26.00,14.00,62.30,98.80
2023.00,4.00,26.00,15.00,33.25,117.00
2023.00,4.00,26.00,16.00,15.30,124.90
2023.00,4.00,26.00,17.00,10.55,116.47
2023.00,4.00,26.00,18.00,4.88,124.42
2023.00,4.00,26.00,19.00,4.30,122.55
2023.00,4.00,26.00,20.00,6.20,102.55
2023.00,4.00,26.00,21.00,4.58,103.40
2023.00,4.00,26.00,22.00,6.17,90.05
2023.00,4.00,26.00,23.00,9.30,76.90
2020.00,11.00,18.00,0.00,6.03,52.70
2020.00,11.00,18.00,1.00,4.95,53.85
2020.00,11.00,18.00,2.00,5.15,53.78
2020.00,11.00,18.00,3.00,10.85,59.93
2020.00,11.00,18.00,4.00,24.35,61.42
2020.00,11.00,18.00,5.00,45.17,50.12
2020.00,11.00,18.00,6.00,65.62,42.85
2020.00,11.00,18.00,7.00,75.17,40.00
2020.00,11.00,18.00,8.00,86.83,34.77
2020.00,11.00,18.00,9.00,82.28,39.60
2020.00,11.00,18.00,10.00,76.78,43.57
2020.00,11.00,18.00,11.00,55.80,58.17
2020.00,11.00,18.00,12.00,13.05,97.75
2020.00,11.00,18.00,13.00,4.60,101.53
2020.00,11.00,18.00,14.00,4.28,105.40
2020.00,11.00,18.00,15.00,4.43,102.97
2020.00,11.00,18.00,16.00,4.75,105.65
2020.00,11.00,18.00,17.00,5.10,94.60
2020.00,11.00,18.00,18.00,5.32,91.85
2020.00,11.00,18.00,19.00,4.85,85.70
2020.00,11.00,18.00,20.00,5.60,81.28
2020.00,11.00,18.00,21.00,5.75,76.80
2020.00,11.00,18.00,22.00,5.32,80.78
2020.00,11.00,18.00,23.00,4.85,76.10
2023.00,5.00,2.00,0.00,28.32,13.75
2023.00,5.00,2.00,1.00,25.82,15.80
2023.00,5.00,2.00,2.00,26.85,16.05
2023.00,5.00,2.00,3.00,31.75,11.70
2023.00,5.00,2.00,4.00,30.05,17.73
2023.00,5.00,2.00,5.00,32.00,22.27
2023.00,5.00,2.00,6.00,40.85,17.55
2023.00,5.00,2.00,7.00,55.85,11.38
2023.00,5.00,2.00,8.00,58.73,11.85
2023.00,5.00,2.00,9.00,56.25,13.40
2023.00,5.00,2.00,10.00,53.15,17.68
2023.00,5.00,2.00,11.00,42.85,26.45
2023.00,5.00,2.00,12.00,45.43,22.23
2023.00,5.00,2.00,13.00,38.15,28.73
2023.00,5.00,2.00,14.00,24.57,42.88
2023.00,5.00,2.00,15.00,24.62,38.20
2023.00,5.00,2.00,16.00,21.10,36.47
2023.00,5.00,2.00,17.00,16.77,36.35
2023.00,5.00,2.00,18.00,10.47,46.67
2023.00,5.00,2.00,19.00,12.70,43.58
2023.00,5.00,2.00,20.00,17.60,27.50
2023.00,5.00,2.00,21.00,15.90,26.20
2023.00,5.00,2.00,22.00,8.65,38.77
2023.00,5.00,2.00,23.00,7.50,40.82
2022.00,8.00,15.00,0.00,6.88,19.08
2022.00,8.00,15.00,1.00,6.38,21.75
2022.00,8.00,15.00,2.00,8.18,15.58
2022.00,8.00,15.00,3.00,9.62,13.98
2022.00,8.00,15.00,4.00,10.12,17.35
2022.00,8.00,15.00,5.00,17.90,12.18
2022.00,8.00,15.00,6.00,24.58,8.28
2022.00,8.00,15.00,7.00,29.90,9.07
2022.00,8.00,15.00,8.00,30.48,6.67
2022.00,8.00,15.00,9.00,32.50,7.42
2022.00,8.00,15.00,10.00,32.00,9.52
2022.00,8.00,15.00,11.00,37.33,9.97
2022.00,8.00,15.00,12.00,32.83,10.65
2022.00,8.00,15.00,13.00,25.80,18.05
2022.00,8.00,15.00,14.00,14.45,31.62
2022.00,8.00,15.00,15.00,11.57,31.15
2022.00,8.00,15.00,16.00,14.53,39.77
2022.00,8.00,15.00,17.00,30.20,43.33
2022.00,8.00,15.00,18.00,9.72,38.40
2022.00,8.00,15.00,19.00,26.83,22.25
2022.00,8.00,15.00,20.00,14.30,18.28
2022.00,8.00,15.00,21.00,13.00,18.40
2022.00,8.00,15.00,22.00,17.27,11.08
2022.00,8.00,15.00,23.00,19.32,5.20
2021.00,7.00,9.00,0.00,36.73,26.70
2021.00,7.00,9.00,1.00,37.73,23.33
2021.00,7.00,9.00,2.00,24.70,46.38
2021.00,7.00,9.00,3.00,31.55,29.15
2021.00,7.00,9.00,4.00,33.98,30.93
2021.00,7.00,9.00,5.00,37.28,30.20
2021.00,7.00,9.00,6.00,38.95,32.40
2021.00,7.00,9.00,7.00,57.45,29.62
2021.00,7.00,9.00,8.00,69.53,27.03
2021.00,7.00,9.00,9.00,82.72,25.10
2021.00,7.00,9.00,10.00,85.78,25.55
2021.00,7.00,9.00,11.00,83.50,28.00
2021.00,7.00,9.00,12.00,75.80,30.88
2021.00,7.00,9.00,13.00,65.22,35.67
2021.00,7.00,9.00,14.00,70.07,30.95
2021.00,7.00,9.00,15.00,59.70,23.88
2021.00,7.00,9.00,16.00,50.20,22.12
2021.00,7.00,9.00,17.00,44.97,24.23
2021.00,7.00,9.00,18.00,37.40,24.90
2021.00,7.00,9.00,19.00,36.15,21.25
2021.00,7.00,9.00,20.00,33.10,16.02
2021.00,7.00,9.00,21.00,32.23,13.10
2021.00,7.00,9.00,22.00,22.77,16.80
2021.00,7.00,9.00,23.00,23.40,14.50
2020.00,4.00,5.00,0.00,28.50,22.62
2020.00,4.00,5.00,1.00,9.00,36.27
2020.00,4.00,5.00,2.00,27.10,21.70
2020.00,4.00,5.00,3.00,49.62,18.45
2020.00,4.00,5.00,4.00,69.82,14.23
2020.00,4.00,5.00,5.00,81.95,9.88
2020.00,4.00,5.00,6.00,82.65,7.08
2020.00,4.00,5.00,7.00,84.10,6.10
2020.00,4.00,5.00,8.00,87.38,7.17
2020.00,4.00,5.00,9.00,86.17,6.38
2020.00,4.00,5.00,10.00,88.45,6.45
2020.00,4.00,5.00,11.00,90.15,6.02
2020.00,4.00,5.00,12.00,88.83,5.08
2020.00,4.00,5.00,13.00,76.25,8.28
2020.00,4.00,5.00,14.00,54.67,16.18
2020.00,4.00,5.00,15.00,48.35,17.10
2020.00,4.00,5.00,16.00,40.90,18.32
2020.00,4.00,5.00,17.00,29.10,24.50
2020.00,4.00,5.00,18.00,26.20,23.45
2020.00,4.00,5.00,19.00,10.58,35.08
2020.00,4.00,5.00,20.00,67.60,27.05
2020.00,4.00,5.00,21.00,100.38,15.50
2020.00,4.00,5.00,22.00,85.58,26.05
2020.00,4.00,5.00,23.00,70.75,24.10
2024.00,1.00,22.00,0.00,11.57,57.30
2024.00,1.00,22.00,1.00,11.43,59.75
2024.00,1.00,22.00,2.00,12.30,53.65
2024.00,1.00,22.00,3.00,12.88,54.50
2024.00,1.00,22.00,4.00,14.50,58.70
2024.00,1.00,22.00,5.00,27.98,51.70
2024.00,1.00,22.00,6.00,41.55,44.75
2024.00,1.00,22.00,7.00,53.12,49.52
2024.00,1.00,22.00,8.00,65.03,51.35
2024.00,1.00,22.00,9.00,70.40,54.70
2024.00,1.00,22.00,10.00,66.03,61.38
2024.00,1.00,22.00,11.00,56.15,73.90
2024.00,1.00,22.00,12.00,32.40,93.55
2024.00,1.00,22.00,13.00,13.83,94.00
2024.00,1.00,22.00,14.00,11.67,83.20
2024.00,1.00,22.00,15.00,10.53,75.32
2024.00,1.00,22.00,16.00,11.70,65.03
2024.00,1.00,22.00,17.00,11.27,56.05
2024.00,1.00,22.00,18.00,12.22,58.75
2024.00,1.00,22.00,19.00,12.20,71.95
2024.00,1.00,22.00,20.00,14.50,54.97
2024.00,1.00,22.00,21.00,22.27,32.65
2024.00,1.00,22.00,22.00,25.75,44.98
2024.00,1.00,22.00,23.00,27.95,39.82
2020.00,2.00,15.00,0.00,10.55,38.08
2020.00,2.00,15.00,1.00,8.05,40.80
2020.00,2.00,15.00,2.00,8.97,38.90
2020.00,2.00,15.00,3.00,15.35,34.22
2020.00,2.00,15.00,4.00,22.48,34.90
2020.00,2.00,15.00,5.00,36.25,32.75
2020.00,2.00,15.00,6.00,47.43,36.30
2020.00,2.00,15.00,7.00,55.30,34.38
2020.00,2.00,15.00,8.00,69.70,30.65
2020.00,2.00,15.00,9.00,88.65,33.10
2020.00,2.00,15.00,10.00,87.98,37.10
2020.00,2.00,15.00,11.00,75.28,37.10
2020.00,2.00,15.00,12.00,50.48,57.05
2020.00,2.00,15.00,13.00,6.53,80.55
2020.00,2.00,15.00,14.00,2.72,76.55
2020.00,2.00,15.00,15.00,2.85,76.83
2020.00,2.00,15.00,16.00,3.28,73.62
2020.00,2.00,15.00,17.00,3.23,68.43
2020.00,2.00,15.00,18.00,3.03,68.85
2020.00,2.00,15.00,19.00,2.73,63.42
2020.00,2.00,15.00,20.00,3.40,61.18
2020.00,2.00,15.00,21.00,2.75,58.30
2020.00,2.00,15.00,22.00,4.22,57.70
2020.00,2.00,15.00,23.00,6.92,49.68
2020.00,6.00,5.00,0.00,32.88,36.33
2020.00,6.00,5.00,1.00,32.25,24.80
2020.00,6.00,5.00,2.00,31.30,21.78
2020.00,6.00,5.00,3.00,32.15,20.92
2020.00,6.00,5.00,4.00,32.08,21.45
2020.00,6.00,5.00,5.00,32.42,21.40
2020.00,6.00,5.00,6.00,33.88,19.20
2020.00,6.00,5.00,7.00,33.02,19.65
2020.00,6.00,5.00,8.00,33.88,18.88
2020.00,6.00,5.00,9.00,32.97,21.35
2020.00,6.00,5.00,10.00,32.47,16.93
2020.00,6.00,5.00,11.00,32.20,18.60
2020.00,6.00,5.00,12.00,31.75,32.25
2020.00,6.00,5.00,13.00,33.40,43.80
2020.00,6.00,5.00,14.00,31.98,63.15
2020.00,6.00,5.00,15.00,31.77,54.55
2020.00,6.00,5.00,16.00,31.85,22.55
2020.00,6.00,5.00,17.00,31.95,17.10
2020.00,6.00,5.00,18.00,31.70,17.00
2020.00,6.00,5.00,19.00,31.70,15.65
2020.00,6.00,5.00,20.00,34.90,14.63
2020.00,6.00,5.00,21.00,32.40,15.90
2020.00,6.00,5.00,22.00,31.80,14.93
2020.00,6.00,5.00,23.00,32.05,16.38
2020.00,10.00,14.00,0.00,5.90,53.12
2020.00,10.00,14.00,1.00,7.70,54.38
2020.00,10.00,14.00,2.00,3.90,48.25
2020.00,10.00,14.00,3.00,12.03,54.20
2020.00,10.00,14.00,4.00,42.27,49.75
2020.00,10.00,14.00,5.00,84.30,43.75
2020.00,10.00,14.00,6.00,141.97,64.35
2020.00,10.00,14.00,7.00,148.88,39.25
2020.00,10.00,14.00,8.00,180.70,24.45
2020.00,10.00,14.00,9.00,176.35,23.18
2020.00,10.00,14.00,10.00,162.32,20.52
2020.00,10.00,14.00,11.00,112.07,35.88
2020.00,10.00,14.00,12.00,63.60,61.40
2020.00,10.00,14.00,13.00,16.50,88.48
2020.00,10.00,14.00,14.00,12.03,101.50
2020.00,10.00,14.00,15.00,10.35,99.43
2020.00,10.00,14.00,16.00,8.65,95.93
2020.00,10.00,14.00,17.00,5.80,95.77
2020.00,10.00,14.00,18.00,7.65,83.05
2020.00,10.00,14.00,19.00,3.95,72.78
2020.00,10.00,14.00,20.00,10.40,65.75
2020.00,10.00,14.00,21.00,14.82,55.60
2020.00,10.00,14.00,22.00,22.93,61.45
2020.00,10.00,14.00,23.00,11.20,56.75
2022.00,9.00,16.00,0.00,14.25,17.00
2022.00,9.00,16.00,1.00,5.33,32.70
2022.00,9.00,16.00,2.00,3.73,34.77
2022.00,9.00,16.00,3.00,7.52,28.40
2022.00,9.00,16.00,4.00,9.72,24.60
2022.00,9.00,16.00,5.00,14.93,20.45
2022.00,9.00,16.00,6.00,13.80,23.47
2022.00,9.00,16.00,7.00,16.02,22.38
2022.00,9.00,16.00,8.00,18.90,21.58
2022.00,9.00,16.00,9.00,14.65,32.58
2022.00,9.00,16.00,10.00,18.50,36.80
2022.00,9.00,16.00,11.00,14.60,35.42
2022.00,9.00,16.00,12.00,15.38,40.10
2022.00,9.00,16.00,13.00,14.17,41.22
2022.00,9.00,16.00,14.00,7.95,49.22
2022.00,9.00,16.00,15.00,4.05,49.90
2022.00,9.00,16.00,16.00,6.00,44.20
2022.00,9.00,16.00,17.00,5.90,36.08
2022.00,9.00,16.00,18.00,3.82,32.15
2022.00,9.00,16.00,19.00,4.67,28.10
2022.00,9.00,16.00,20.00,3.90,26.95
2022.00,9.00,16.00,21.00,4.68,22.10
2022.00,9.00,16.00,22.00,3.75,31.95
2022.00,9.00,16.00,23.00,1.95,33.00
2021.00,9.00,25.00,0.00,6.60,33.45
2021.00,9.00,25.00,1.00,32.20,32.12
2021.00,9.00,25.00,2.00,54.92,32.85
2021.00,9.00,25.00,3.00,12.77,36.05
2021.00,9.00,25.00,4.00,19.48,35.53
2021.00,9.00,25.00,5.00,33.58,28.70
