year,month,day,hour,O3_target,NO2_target
2021.00,2.00,20.00,12.00,66.97,51.85
2021.00,2.00,20.00,13.00,22.37,93.50
2021.00,2.00,20.00,14.00,4.30,106.85
2021.00,2.00,20.00,15.00,5.60,103.90
2021.00,2.00,20.00,16.00,6.68,102.60
2021.00,2.00,20.00,17.00,6.57,105.80
2021.00,2.00,20.00,18.00,6.38,84.05
2021.00,2.00,20.00,19.00,6.38,81.75
2021.00,2.00,20.00,20.00,6.50,71.02
2021.00,2.00,20.00,21.00,5.33,67.00
2021.00,2.00,20.00,22.00,4.92,66.85
2021.00,2.00,20.00,23.00,4.18,63.22
2024.00,4.00,11.00,0.00,2.27,62.88
2024.00,4.00,11.00,1.00,2.60,76.83
2024.00,4.00,11.00,2.00,3.80,56.88
2024.00,4.00,11.00,3.00,4.48,82.35
2024.00,4.00,11.00,4.00,9.97,104.45
2024.00,4.00,11.00,5.00,40.58,69.33
2024.00,4.00,11.00,6.00,64.25,46.45
2024.00,4.00,11.00,7.00,80.48,27.85
2024.00,4.00,11.00,8.00,91.97,19.60
2024.00,4.00,11.00,9.00,109.95,18.70
2024.00,4.00,11.00,10.00,120.10,17.27
2024.00,4.00,11.00,11.00,115.57,22.57
2024.00,4.00,11.00,12.00,101.67,24.30
2024.00,4.00,11.00,13.00,64.30,42.70
2024.00,4.00,11.00,14.00,42.08,61.73
2024.00,4.00,11.00,15.00,36.27,55.95
2024.00,4.00,11.00,16.00,45.60,32.47
2024.00,4.00,11.00,17.00,27.00,47.60
2024.00,4.00,11.00,18.00,6.72,68.10
2024.00,4.00,11.00,19.00,18.75,43.27
2024.00,4.00,11.00,20.00,11.20,51.10
2024.00,4.00,11.00,21.00,21.40,38.10
2024.00,4.00,11.00,22.00,12.62,40.62
2024.00,4.00,11.00,23.00,4.38,48.25
2020.00,4.00,24.00,0.00,12.70,28.00
2020.00,4.00,24.00,1.00,13.45,28.42
2020.00,4.00,24.00,2.00,28.72,23.05
2020.00,4.00,24.00,3.00,58.10,19.45
2020.00,4.00,24.00,4.00,83.08,17.57
2020.00,4.00,24.00,5.00,103.02,16.55
2020.00,4.00,24.00,6.00,106.62,11.30
2020.00,4.00,24.00,7.00,109.45,8.70
2020.00,4.00,24.00,8.00,119.45,8.95
2020.00,4.00,24.00,9.00,127.45,8.38
2020.00,4.00,24.00,10.00,131.75,8.03
2020.00,4.00,24.00,11.00,129.65,9.25
2020.00,4.00,24.00,12.00,130.50,11.50
2020.00,4.00,24.00,13.00,106.10,20.97
2020.00,4.00,24.00,14.00,81.38,33.17
2020.00,4.00,24.00,15.00,88.62,29.10
2020.00,4.00,24.00,16.00,80.23,28.18
2020.00,4.00,24.00,17.00,71.30,25.55
2020.00,4.00,24.00,18.00,62.30,20.70
2020.00,4.00,24.00,19.00,84.93,6.85
2020.00,4.00,24.00,20.00,74.70,12.62
2020.00,4.00,24.00,21.00,51.00,13.80
2020.00,4.00,24.00,22.00,66.53,10.75
2020.00,4.00,24.00,23.00,59.58,12.33
2021.00,9.00,19.00,0.00,2.12,8.47
2021.00,9.00,19.00,1.00,0.97,9.50
2021.00,9.00,19.00,2.00,1.68,10.42
2021.00,9.00,19.00,3.00,5.82,7.60
2021.00,9.00,19.00,4.00,11.03,5.48
2021.00,9.00,19.00,5.00,16.40,5.17
2021.00,9.00,19.00,6.00,21.17,5.32
2021.00,9.00,19.00,7.00,24.30,5.35
2021.00,9.00,19.00,8.00,24.35,4.80
2021.00,9.00,19.00,9.00,23.23,3.08
2021.00,9.00,19.00,10.00,20.30,5.08
2021.00,9.00,19.00,11.00,19.60,2.67
2021.00,9.00,19.00,12.00,17.70,8.40
2021.00,9.00,19.00,13.00,13.43,13.57
2021.00,9.00,19.00,14.00,6.10,21.20
2021.00,9.00,19.00,15.00,5.72,17.90
2021.00,9.00,19.00,16.00,2.45,20.68
2021.00,9.00,19.00,17.00,2.88,18.20
2021.00,9.00,19.00,18.00,4.17,15.30
2021.00,9.00,19.00,19.00,3.90,13.45
2021.00,9.00,19.00,20.00,2.20,12.60
2021.00,9.00,19.00,21.00,2.50,13.60
2021.00,9.00,19.00,22.00,1.75,14.55
2021.00,9.00,19.00,23.00,2.38,10.60
2023.00,10.00,7.00,0.00,2.85,30.20
2023.00,10.00,7.00,1.00,2.45,31.35
2023.00,10.00,7.00,2.00,2.72,31.88
2023.00,10.00,7.00,3.00,4.42,21.12
2023.00,10.00,7.00,4.00,10.70,11.60
2023.00,10.00,7.00,5.00,16.07,11.33
2023.00,10.00,7.00,6.00,24.12,10.60
2023.00,10.00,7.00,7.00,30.00,10.43
2023.00,10.00,7.00,8.00,33.00,10.55
2023.00,10.00,7.00,9.00,31.05,10.70
2023.00,10.00,7.00,10.00,32.00,9.25
2023.00,10.00,7.00,11.00,34.05,9.62
2023.00,10.00,7.00,12.00,27.77,14.07
2023.00,10.00,7.00,13.00,19.75,22.73
2023.00,10.00,7.00,14.00,9.28,34.38
2023.00,10.00,7.00,15.00,4.55,41.73
2023.00,10.00,7.00,16.00,2.55,42.17
2023.00,10.00,7.00,17.00,2.52,39.02
2023.00,10.00,7.00,18.00,2.70,34.27
2023.00,10.00,7.00,19.00,2.62,35.95
2023.00,10.00,7.00,20.00,2.60,35.95
2023.00,10.00,7.00,21.00,2.97,35.70
2023.00,10.00,7.00,22.00,2.75,29.73
2023.00,10.00,7.00,23.00,2.70,29.12
2022.00,9.00,30.00,0.00,2.60,23.15
2022.00,9.00,30.00,1.00,2.48,20.98
2022.00,9.00,30.00,2.00,2.40,24.58
2022.00,9.00,30.00,3.00,4.12,29.02
2022.00,9.00,30.00,4.00,16.95,21.62
2022.00,9.00,30.00,5.00,36.03,14.70
2022.00,9.00,30.00,6.00,46.77,13.60
2022.00,9.00,30.00,7.00,51.88,10.10
2022.00,9.00,30.00,8.00,50.93,11.60
2022.00,9.00,30.00,9.00,46.40,15.95
2022.00,9.00,30.00,10.00,42.18,17.67
2022.00,9.00,30.00,11.00,42.08,11.80
2022.00,9.00,30.00,12.00,39.23,16.25
2022.00,9.00,30.00,13.00,34.90,15.12
2022.00,9.00,30.00,14.00,28.62,19.60
2022.00,9.00,30.00,15.00,24.62,23.58
2022.00,9.00,30.00,16.00,17.52,24.42
2022.00,9.00,30.00,17.00,19.18,22.23
2022.00,9.00,30.00,18.00,5.53,36.55
2022.00,9.00,30.00,19.00,3.48,33.52
2022.00,9.00,30.00,20.00,4.10,32.90
2022.00,9.00,30.00,21.00,2.90,33.00
2022.00,9.00,30.00,22.00,2.73,26.90
2022.00,9.00,30.00,23.00,2.60,21.98
2021.00,1.00,11.00,0.00,21.52,35.15
2021.00,1.00,11.00,1.00,34.25,30.15
2021.00,1.00,11.00,2.00,39.30,34.38
2021.00,1.00,11.00,3.00,31.78,39.78
2021.00,1.00,11.00,4.00,38.65,35.40
2021.00,1.00,11.00,5.00,45.42,35.00
2021.00,1.00,11.00,6.00,54.78,35.12
2021.00,1.00,11.00,7.00,67.88,35.60
2021.00,1.00,11.00,8.00,77.15,36.83
2021.00,1.00,11.00,9.00,81.83,35.65
2021.00,1.00,11.00,10.00,77.60,40.85
2021.00,1.00,11.00,11.00,72.70,44.25
2021.00,1.00,11.00,12.00,54.45,54.23
2021.00,1.00,11.00,13.00,20.45,73.45
2021.00,1.00,11.00,14.00,12.83,73.72
2021.00,1.00,11.00,15.00,7.62,72.00
2021.00,1.00,11.00,16.00,7.25,64.35
2021.00,1.00,11.00,17.00,6.02,65.25
2021.00,1.00,11.00,18.00,7.80,65.43
2021.00,1.00,11.00,19.00,5.55,62.40
2021.00,1.00,11.00,20.00,6.10,54.70
2021.00,1.00,11.00,21.00,5.28,52.70
2021.00,1.00,11.00,22.00,5.43,54.80
2021.00,1.00,11.00,23.00,5.35,51.58
2020.00,10.00,5.00,0.00,13.68,46.83
2020.00,10.00,5.00,1.00,5.43,52.55
2020.00,10.00,5.00,2.00,8.72,46.62
2020.00,10.00,5.00,3.00,13.92,55.65
2020.00,10.00,5.00,4.00,54.45,48.42
2020.00,10.00,5.00,5.00,102.78,39.67
2020.00,10.00,5.00,6.00,112.80,21.98
2020.00,10.00,5.00,7.00,109.00,20.02
2020.00,10.00,5.00,8.00,104.60,19.00
2020.00,10.00,5.00,9.00,105.20,18.40
2020.00,10.00,5.00,10.00,105.58,17.60
2020.00,10.00,5.00,11.00,98.95,28.75
2020.00,10.00,5.00,12.00,91.40,32.08
2020.00,10.00,5.00,13.00,40.72,72.70
2020.00,10.00,5.00,14.00,18.17,83.72
2020.00,10.00,5.00,15.00,4.45,95.75
2020.00,10.00,5.00,16.00,2.60,98.80
2020.00,10.00,5.00,17.00,2.28,88.17
2020.00,10.00,5.00,18.00,1.92,68.67
2020.00,10.00,5.00,19.00,2.23,60.27
2020.00,10.00,5.00,20.00,2.10,56.33
2020.00,10.00,5.00,21.00,3.08,67.70
2020.00,10.00,5.00,22.00,13.82,46.20
2020.00,10.00,5.00,23.00,10.53,46.05
2022.00,10.00,1.00,0.00,2.57,24.50
2022.00,10.00,1.00,1.00,2.48,24.97
2022.00,10.00,1.00,2.00,2.48,25.50
2022.00,10.00,1.00,3.00,6.38,27.85
2022.00,10.00,1.00,4.00,22.40,16.85
2022.00,10.00,1.00,5.00,35.67,15.70
2022.00,10.00,1.00,6.00,47.10,14.12
2022.00,10.00,1.00,7.00,45.55,11.88
2022.00,10.00,1.00,8.00,48.10,9.60
2022.00,10.00,1.00,9.00,54.43,10.90
2022.00,10.00,1.00,10.00,57.32,11.52
2022.00,10.00,1.00,11.00,48.75,17.85
2022.00,10.00,1.00,12.00,44.60,21.88
2022.00,10.00,1.00,13.00,30.55,36.70
2022.00,10.00,1.00,14.00,36.70,23.98
2022.00,10.00,1.00,15.00,20.00,36.95
2022.00,10.00,1.00,16.00,9.65,44.48
2022.00,10.00,1.00,17.00,5.43,47.65
2022.00,10.00,1.00,18.00,2.75,50.45
2022.00,10.00,1.00,19.00,2.53,47.00
2022.00,10.00,1.00,20.00,2.60,44.60
2022.00,10.00,1.00,21.00,2.83,44.80
2022.00,10.00,1.00,22.00,2.20,38.30
2022.00,10.00,1.00,23.00,2.30,34.67
2021.00,7.00,12.00,0.00,7.17,5.17
2021.00,7.00,12.00,1.00,7.67,5.95
2021.00,7.00,12.00,2.00,8.40,7.25
2021.00,7.00,12.00,3.00,8.80,7.58
2021.00,7.00,12.00,4.00,11.80,6.60
2021.00,7.00,12.00,5.00,12.98,8.47
2021.00,7.00,12.00,6.00,12.95,8.28
2021.00,7.00,12.00,7.00,14.95,8.92
2021.00,7.00,12.00,8.00,23.55,7.40
2021.00,7.00,12.00,9.00,27.60,6.88
2021.00,7.00,12.00,10.00,28.05,6.53
2021.00,7.00,12.00,11.00,28.47,7.50
2021.00,7.00,12.00,12.00,22.20,11.40
2021.00,7.00,12.00,13.00,15.70,8.88
2021.00,7.00,12.00,14.00,10.88,12.33
2021.00,7.00,12.00,15.00,9.10,15.07
2021.00,7.00,12.00,16.00,9.93,13.62
2021.00,7.00,12.00,17.00,9.60,12.55
2021.00,7.00,12.00,18.00,9.88,11.75
2021.00,7.00,12.00,19.00,9.10,8.37
2021.00,7.00,12.00,20.00,7.90,6.10
2021.00,7.00,12.00,21.00,6.60,5.20
2021.00,7.00,12.00,22.00,6.97,5.10
2021.00,7.00,12.00,23.00,0.20,5.43
2023.00,4.00,26.00,0.00,12.65,37.42
2023.00,4.00,26.00,1.00,8.18,43.62
2023.00,4.00,26.00,2.00,5.12,57.95
2023.00,4.00,26.00,3.00,19.52,54.08
2023.00,4.00,26.00,4.00,44.93,32.98
2023.00,4.00,26.00,5.00,64.75,22.02
2023.00,4.00,26.00,6.00,78.25,19.62
2023.00,4.00,26.00,7.00,85.65,14.90
2023.00,4.00,26.00,8.00,84.30,14.22
2023.00,4.00,26.00,9.00,87.47,15.15
2023.00,4.00,26.00,10.00,99.10,14.32
2023.00,4.00,26.00,11.00,106.45,15.82
2023.00,4.00,26.00,12.00,101.12,25.65
2023.00,4.00,26.00,13.00,80.95,48.05
2023.00,4.00,26.00,14.00,22.90,100.78
2023.00,4.00,26.00,15.00,1.52,118.10
2023.00,4.00,26.00,16.00,3.05,97.80
2023.00,4.00,26.00,17.00,11.43,70.25
2023.00,4.00,26.00,18.00,25.15,47.70
2023.00,4.00,26.00,19.00,18.68,48.88
2023.00,4.00,26.00,20.00,4.10,59.70
2023.00,4.00,26.00,21.00,14.88,49.90
2023.00,4.00,26.00,22.00,10.72,48.83
2023.00,4.00,26.00,23.00,7.48,58.85
2023.00,5.00,2.00,0.00,20.65,8.50
2023.00,5.00,2.00,1.00,16.62,15.95
2023.00,5.00,2.00,2.00,16.15,17.58
2023.00,5.00,2.00,3.00,18.28,16.55
2023.00,5.00,2.00,4.00,24.03,13.23
2023.00,5.00,2.00,5.00,28.58,14.07
2023.00,5.00,2.00,6.00,31.78,17.10
2023.00,5.00,2.00,7.00,39.48,15.45
2023.00,5.00,2.00,8.00,50.65,12.47
2023.00,5.00,2.00,9.00,48.23,16.68
2023.00,5.00,2.00,10.00,43.95,17.12
2023.00,5.00,2.00,11.00,39.75,16.55
2023.00,5.00,2.00,12.00,36.62,13.90
2023.00,5.00,2.00,13.00,28.88,19.08
2023.00,5.00,2.00,14.00,20.85,24.45
2023.00,5.00,2.00,15.00,12.27,28.67
2023.00,5.00,2.00,16.00,7.83,31.23
2023.00,5.00,2.00,17.00,5.12,33.88
2023.00,5.00,2.00,18.00,3.20,34.10
2023.00,5.00,2.00,19.00,3.33,34.07
2023.00,5.00,2.00,20.00,3.50,25.25
2023.00,5.00,2.00,21.00,10.30,19.10
2023.00,5.00,2.00,22.00,10.03,17.73
2023.00,5.00,2.00,23.00,3.90,25.27
2021.00,1.00,21.00,0.00,17.88,33.27
2021.00,1.00,21.00,1.00,6.08,45.40
2021.00,1.00,21.00,2.00,2.25,48.00
2021.00,1.00,21.00,3.00,6.58,46.25
2021.00,1.00,21.00,4.00,19.40,43.60
2021.00,1.00,21.00,5.00,34.13,45.30
2021.00,1.00,21.00,6.00,50.60,31.95
2021.00,1.00,21.00,7.00,75.18,30.32
2021.00,1.00,21.00,8.00,82.70,34.47
2021.00,1.00,21.00,9.00,90.60,40.42
2021.00,1.00,21.00,10.00,101.83,33.22
2021.00,1.00,21.00,11.00,92.73,38.88
2021.00,1.00,21.00,12.00,54.17,67.38
2021.00,1.00,21.00,13.00,4.20,114.93
2021.00,1.00,21.00,14.00,2.53,107.12
2021.00,1.00,21.00,15.00,4.50,104.15
2021.00,1.00,21.00,16.00,7.15,89.30
2021.00,1.00,21.00,17.00,8.95,81.12
2021.00,1.00,21.00,18.00,9.30,73.42
2021.00,1.00,21.00,19.00,7.80,60.65
2021.00,1.00,21.00,20.00,7.03,50.50
2021.00,1.00,21.00,21.00,5.90,46.18
2021.00,1.00,21.00,22.00,4.80,53.45
2021.00,1.00,21.00,23.00,3.62,57.75
2022.00,8.00,15.00,0.00,4.15,10.43
2022.00,8.00,15.00,1.00,4.10,11.78
2022.00,8.00,15.00,2.00,3.95,12.77
2022.00,8.00,15.00,3.00,5.32,14.35
2022.00,8.00,15.00,4.00,9.22,13.45
2022.00,8.00,15.00,5.00,14.38,13.82
2022.00,8.00,15.00,6.00,19.33,10.05
2022.00,8.00,15.00,7.00,23.43,9.05
2022.00,8.00,15.00,8.00,25.62,8.62
2022.00,8.00,15.00,9.00,24.75,9.70
2022.00,8.00,15.00,10.00,24.67,7.20
2022.00,8.00,15.00,11.00,28.35,9.15
2022.00,8.00,15.00,12.00,22.70,11.25
2022.00,8.00,15.00,13.00,18.67,11.15
2022.00,8.00,15.00,14.00,9.97,21.73
2022.00,8.00,15.00,15.00,5.03,24.30
2022.00,8.00,15.00,16.00,3.15,26.38
2022.00,8.00,15.00,17.00,2.78,28.05
2022.00,8.00,15.00,18.00,3.58,23.85
2022.00,8.00,15.00,19.00,5.12,17.27
2022.00,8.00,15.00,20.00,5.80,12.00
2022.00,8.00,15.00,21.00,8.07,10.40
2022.00,8.00,15.00,22.00,9.35,10.32
2022.00,8.00,15.00,23.00,15.43,4.60
2021.00,7.00,9.00,0.00,27.45,7.60
2021.00,7.00,9.00,1.00,27.08,7.95
2021.00,7.00,9.00,2.00,25.32,9.12
2021.00,7.00,9.00,3.00,20.07,13.38
2021.00,7.00,9.00,4.00,17.25,15.25
2021.00,7.00,9.00,5.00,19.78,16.65
2021.00,7.00,9.00,6.00,17.43,26.00
2021.00,7.00,9.00,7.00,39.20,17.30
2021.00,7.00,9.00,8.00,50.40,9.65
2021.00,7.00,9.00,9.00,60.17,11.53
2021.00,7.00,9.00,10.00,72.85,10.27
2021.00,7.00,9.00,11.00,81.47,10.75
2021.00,7.00,9.00,12.00,75.78,12.88
2021.00,7.00,9.00,13.00,54.27,16.55
2021.00,7.00,9.00,14.00,31.82,22.68
2021.00,7.00,9.00,15.00,27.77,22.80
2021.00,7.00,9.00,16.00,29.33,19.43
2021.00,7.00,9.00,17.00,26.35,22.38
2021.00,7.00,9.00,18.00,32.77,16.35
2021.00,7.00,9.00,19.00,26.65,13.70
2021.00,7.00,9.00,20.00,24.50,8.00
2021.00,7.00,9.00,21.00,13.45,7.30
2021.00,7.00,9.00,22.00,8.47,7.52
2021.00,7.00,9.00,23.00,10.73,8.00
2020.00,4.00,5.00,0.00,17.78,25.05
2020.00,4.00,5.00,1.00,8.03,29.48
2020.00,4.00,5.00,2.00,15.12,25.35
2020.00,4.00,5.00,3.00,30.30,23.92
2020.00,4.00,5.00,4.00,63.97,18.52
2020.00,4.00,5.00,5.00,81.55,10.60
2020.00,4.00,5.00,6.00,91.35,9.82
2020.00,4.00,5.00,7.00,97.12,9.22
2020.00,4.00,5.00,8.00,100.35,9.55
2020.00,4.00,5.00,9.00,101.25,9.47
2020.00,4.00,5.00,10.00,101.77,9.88
2020.00,4.00,5.00,11.00,101.65,9.15
2020.00,4.00,5.00,12.00,98.82,7.50
2020.00,4.00,5.00,13.00,97.60,11.12
2020.00,4.00,5.00,14.00,81.75,18.90
2020.00,4.00,5.00,15.00,70.65,20.35
2020.00,4.00,5.00,16.00,50.38,33.17
2020.00,4.00,5.00,17.00,48.03,32.98
2020.00,4.00,5.00,18.00,50.20,30.90
2020.00,4.00,5.00,19.00,39.53,30.23
2020.00,4.00,5.00,20.00,12.60,38.83
2020.00,4.00,5.00,21.00,12.93,41.70
2020.00,4.00,5.00,22.00,27.62,29.08
2020.00,4.00,5.00,23.00,27.20,23.43
2024.00,5.00,16.00,0.00,38.95,52.38
2024.00,5.00,16.00,1.00,18.32,77.60
2024.00,5.00,16.00,2.00,10.07,93.72
2024.00,5.00,16.00,3.00,26.82,77.42
2024.00,5.00,16.00,4.00,49.53,80.92
2024.00,5.00,16.00,5.00,82.75,73.65
2024.00,5.00,16.00,6.00,128.32,60.65
2024.00,5.00,16.00,7.00,175.03,52.28
2024.00,5.00,16.00,8.00,195.55,40.65
2024.00,5.00,16.00,9.00,177.28,38.32
2024.00,5.00,16.00,10.00,172.35,39.20
2024.00,5.00,16.00,11.00,165.35,31.40
2024.00,5.00,16.00,12.00,145.32,34.52
2024.00,5.00,16.00,13.00,111.55,52.25
2024.00,5.00,16.00,14.00,79.97,71.00
2024.00,5.00,16.00,15.00,39.10,115.03
2024.00,5.00,16.00,16.00,10.83,156.90
2024.00,5.00,16.00,17.00,10.28,154.52
2024.00,5.00,16.00,18.00,15.12,129.18
2024.00,5.00,16.00,19.00,14.58,130.95
2024.00,5.00,16.00,20.00,31.80,91.02
2024.00,5.00,16.00,21.00,30.57,64.28
2024.00,5.00,16.00,22.00,17.73,81.78
2024.00,5.00,16.00,23.00,19.30,72.55
2020.00,6.00,5.00,0.00,36.75,22.20
2020.00,6.00,5.00,1.00,35.20,30.88
2020.00,6.00,5.00,2.00,41.45,24.93
2020.00,6.00,5.00,3.00,55.55,26.10
2020.00,6.00,5.00,4.00,63.70,39.43
2020.00,6.00,5.00,5.00,81.40,26.40
2020.00,6.00,5.00,6.00,104.18,20.75
2020.00,6.00,5.00,7.00,116.65,23.47
2020.00,6.00,5.00,8.00,112.80,17.00
2020.00,6.00,5.00,9.00,121.65,14.90
2020.00,6.00,5.00,10.00,129.90,14.75
2020.00,6.00,5.00,11.00,106.30,23.30
2020.00,6.00,5.00,12.00,96.33,29.00
2020.00,6.00,5.00,13.00,81.15,43.62
2020.00,6.00,5.00,14.00,68.30,46.70
2020.00,6.00,5.00,15.00,59.62,49.92
2020.00,6.00,5.00,16.00,24.45,77.10
2020.00,6.00,5.00,17.00,36.35,51.42
2020.00,6.00,5.00,18.00,52.58,21.48
2020.00,6.00,5.00,19.00,44.77,26.93
2020.00,6.00,5.00,20.00,38.00,21.40
2020.00,6.00,5.00,21.00,43.77,12.00
2020.00,6.00,5.00,22.00,37.35,17.00
2020.00,6.00,5.00,23.00,35.75,17.88
2020.00,5.00,12.00,0.00,62.62,13.65
2020.00,5.00,12.00,1.00,64.17,14.40
2020.00,5.00,12.00,2.00,62.50,18.57
2020.00,5.00,12.00,3.00,66.55,18.88
2020.00,5.00,12.00,4.00,81.90,19.52
2020.00,5.00,12.00,5.00,106.78,15.38
2020.00,5.00,12.00,6.00,110.03,12.53
2020.00,5.00,12.00,7.00,117.22,10.93
2020.00,5.00,12.00,8.00,142.43,12.23
2020.00,5.00,12.00,9.00,140.18,12.75
2020.00,5.00,12.00,10.00,145.90,9.62
2020.00,5.00,12.00,11.00,143.53,10.18
2020.00,5.00,12.00,12.00,130.73,9.23
2020.00,5.00,12.00,13.00,140.47,14.78
2020.00,5.00,12.00,14.00,119.35,18.00
2020.00,5.00,12.00,15.00,108.75,18.38
2020.00,5.00,12.00,16.00,97.42,17.70
2020.00,5.00,12.00,17.00,85.27,18.97
2020.00,5.00,12.00,18.00,73.50,17.48
2020.00,5.00,12.00,19.00,62.75,20.55
2020.00,5.00,12.00,20.00,60.50,17.52
2020.00,5.00,12.00,21.00,54.48,14.90
2020.00,5.00,12.00,22.00,55.85,26.15
2020.00,5.00,12.00,23.00,63.70,18.15
2020.00,10.00,14.00,0.00,2.17,80.28
2020.00,10.00,14.00,1.00,3.17,79.65
2020.00,10.00,14.00,2.00,4.20,73.42
2020.00,10.00,14.00,3.00,4.75,93.83
2020.00,10.00,14.00,4.00,28.43,91.70
2020.00,10.00,14.00,5.00,83.53,57.70
2020.00,10.00,14.00,6.00,109.35,45.90
2020.00,10.00,14.00,7.00,133.43,38.75
2020.00,10.00,14.00,8.00,156.78,35.80
2020.00,10.00,14.00,9.00,167.55,43.33
2020.00,10.00,14.00,10.00,180.33,37.15
2020.00,10.00,14.00,11.00,157.10,34.23
2020.00,10.00,14.00,12.00,89.45,83.72
2020.00,10.00,14.00,13.00,8.97,149.75
2020.00,10.00,14.00,14.00,3.40,156.62
2020.00,10.00,14.00,15.00,4.08,140.03
2020.00,10.00,14.00,16.00,4.47,124.62
2020.00,10.00,14.00,17.00,4.45,128.50
2020.00,10.00,14.00,18.00,4.60,111.00
2020.00,10.00,14.00,19.00,6.15,88.72
2020.00,10.00,14.00,20.00,5.50,93.25
2020.00,10.00,14.00,21.00,4.60,104.80
2020.00,10.00,14.00,22.00,3.62,82.03
2020.00,10.00,14.00,23.00,3.60,72.55
2022.00,9.00,16.00,0.00,10.92,6.50
2022.00,9.00,16.00,1.00,9.30,7.73
2022.00,9.00,16.00,2.00,8.42,10.73
2022.00,9.00,16.00,3.00,5.15,15.68
2022.00,9.00,16.00,4.00,6.38,14.95
2022.00,9.00,16.00,5.00,10.25,13.67
