year,month,day,hour,O3_target,NO2_target
2019.00,11.00,22.00,22.00,7.52,22.20
2019.00,11.00,22.00,23.00,7.75,19.40
2020.00,8.00,21.00,0.00,1.62,16.75
2020.00,8.00,21.00,1.00,2.45,17.00
2020.00,8.00,21.00,2.00,1.80,13.20
2020.00,8.00,21.00,3.00,2.05,13.12
2020.00,8.00,21.00,4.00,5.80,14.68
2020.00,8.00,21.00,5.00,16.48,14.25
2020.00,8.00,21.00,6.00,23.35,14.45
2020.00,8.00,21.00,7.00,16.75,14.53
2020.00,8.00,21.00,8.00,15.40,13.98
2020.00,8.00,21.00,9.00,14.33,13.40
2020.00,8.00,21.00,10.00,12.45,13.00
2020.00,8.00,21.00,11.00,9.55,12.12
2020.00,8.00,21.00,12.00,6.47,13.50
2020.00,8.00,21.00,13.00,7.53,19.10
2020.00,8.00,21.00,14.00,3.30,26.03
2020.00,8.00,21.00,15.00,2.85,22.40
2020.00,8.00,21.00,16.00,2.38,21.92
2020.00,8.00,21.00,17.00,1.60,24.45
2020.00,8.00,21.00,18.00,2.50,24.15
2020.00,8.00,21.00,19.00,5.40,21.48
2020.00,8.00,21.00,20.00,1.60,17.55
2020.00,8.00,21.00,21.00,3.18,15.30
2020.00,8.00,21.00,22.00,1.50,14.08
2020.00,8.00,21.00,23.00,1.38,14.57
2024.00,4.00,11.00,0.00,14.00,57.88
2024.00,4.00,11.00,1.00,8.25,64.65
2024.00,4.00,11.00,2.00,5.80,73.58
2024.00,4.00,11.00,3.00,4.80,66.05
2024.00,4.00,11.00,4.00,10.90,55.20
2024.00,4.00,11.00,5.00,49.73,43.85
2024.00,4.00,11.00,6.00,83.25,60.33
2024.00,4.00,11.00,7.00,116.75,53.88
2024.00,4.00,11.00,8.00,154.18,24.88
2024.00,4.00,11.00,9.00,153.95,18.02
2024.00,4.00,11.00,10.00,160.40,16.05
2024.00,4.00,11.00,11.00,151.12,15.55
2024.00,4.00,11.00,12.00,125.88,13.42
2024.00,4.00,11.00,13.00,116.35,18.52
2024.00,4.00,11.00,14.00,42.83,81.72
2024.00,4.00,11.00,15.00,7.30,125.47
2024.00,4.00,11.00,16.00,48.95,59.80
2024.00,4.00,11.00,17.00,43.35,49.42
2024.00,4.00,11.00,18.00,24.97,53.17
2024.00,4.00,11.00,19.00,10.62,46.77
2024.00,4.00,11.00,20.00,24.40,31.68
2024.00,4.00,11.00,21.00,33.20,27.20
2024.00,4.00,11.00,22.00,4.25,64.62
2024.00,4.00,11.00,23.00,7.38,59.85
2020.00,4.00,24.00,0.00,7.35,22.10
2020.00,4.00,24.00,1.00,5.95,20.23
2020.00,4.00,24.00,2.00,3.70,20.70
2020.00,4.00,24.00,3.00,3.23,11.40
2020.00,4.00,24.00,4.00,12.62,9.47
2020.00,4.00,24.00,5.00,27.27,7.80
2020.00,4.00,24.00,6.00,34.10,6.65
2020.00,4.00,24.00,7.00,39.33,5.48
2020.00,4.00,24.00,8.00,46.52,5.15
2020.00,4.00,24.00,9.00,50.90,4.90
2020.00,4.00,24.00,10.00,51.80,4.35
2020.00,4.00,24.00,11.00,53.92,4.67
2020.00,4.00,24.00,12.00,50.05,4.45
2020.00,4.00,24.00,13.00,48.12,7.50
2020.00,4.00,24.00,14.00,32.57,16.12
2020.00,4.00,24.00,15.00,8.17,30.17
2020.00,4.00,24.00,16.00,7.60,25.27
2020.00,4.00,24.00,17.00,16.50,22.50
2020.00,4.00,24.00,18.00,11.55,20.50
2020.00,4.00,24.00,19.00,25.55,9.12
2020.00,4.00,24.00,20.00,26.20,10.30
2020.00,4.00,24.00,21.00,10.88,10.70
2020.00,4.00,24.00,22.00,12.20,7.97
2020.00,4.00,24.00,23.00,23.45,6.30
2021.00,9.00,19.00,0.00,5.00,7.72
2021.00,9.00,19.00,1.00,5.95,7.55
2021.00,9.00,19.00,2.00,26.50,8.18
2021.00,9.00,19.00,3.00,10.55,9.50
2021.00,9.00,19.00,4.00,4.88,9.77
2021.00,9.00,19.00,5.00,8.40,9.20
2021.00,9.00,19.00,6.00,14.55,9.70
2021.00,9.00,19.00,7.00,15.45,8.75
2021.00,9.00,19.00,8.00,12.38,8.70
2021.00,9.00,19.00,9.00,11.78,9.20
2021.00,9.00,19.00,10.00,9.70,9.60
2021.00,9.00,19.00,11.00,8.25,10.95
2021.00,9.00,19.00,12.00,8.30,12.08
2021.00,9.00,19.00,13.00,7.00,13.15
2021.00,9.00,19.00,14.00,4.15,16.25
2021.00,9.00,19.00,15.00,3.30,15.75
2021.00,9.00,19.00,16.00,4.97,15.93
2021.00,9.00,19.00,17.00,4.70,16.00
2021.00,9.00,19.00,18.00,4.17,15.48
2021.00,9.00,19.00,19.00,4.45,15.00
2021.00,9.00,19.00,20.00,5.30,14.38
2021.00,9.00,19.00,21.00,3.15,14.30
2021.00,9.00,19.00,22.00,4.53,14.35
2021.00,9.00,19.00,23.00,5.35,11.38
2023.00,10.00,7.00,0.00,1.98,32.15
2023.00,10.00,7.00,1.00,1.88,29.40
2023.00,10.00,7.00,2.00,0.82,30.40
2023.00,10.00,7.00,3.00,0.90,21.48
2023.00,10.00,7.00,4.00,2.27,14.00
2023.00,10.00,7.00,5.00,5.80,9.00
2023.00,10.00,7.00,6.00,11.17,8.28
2023.00,10.00,7.00,7.00,20.57,8.43
2023.00,10.00,7.00,8.00,23.98,8.60
2023.00,10.00,7.00,9.00,23.00,7.60
2023.00,10.00,7.00,10.00,26.83,8.73
2023.00,10.00,7.00,11.00,25.90,7.53
2023.00,10.00,7.00,12.00,21.38,8.07
2023.00,10.00,7.00,13.00,11.90,15.67
2023.00,10.00,7.00,14.00,3.80,25.75
2023.00,10.00,7.00,15.00,2.17,44.10
2023.00,10.00,7.00,16.00,2.40,47.50
2023.00,10.00,7.00,17.00,2.75,39.67
2023.00,10.00,7.00,18.00,5.07,30.27
2023.00,10.00,7.00,19.00,7.27,27.70
2023.00,10.00,7.00,20.00,3.70,29.28
2023.00,10.00,7.00,21.00,4.83,24.70
2023.00,10.00,7.00,22.00,3.18,24.40
2023.00,10.00,7.00,23.00,1.95,25.00
2022.00,9.00,30.00,0.00,3.12,22.17
2022.00,9.00,30.00,1.00,2.73,23.02
2022.00,9.00,30.00,2.00,2.03,24.30
2022.00,9.00,30.00,3.00,2.70,24.30
2022.00,9.00,30.00,4.00,2.33,11.53
2022.00,9.00,30.00,5.00,4.62,7.60
2022.00,9.00,30.00,6.00,5.95,5.95
2022.00,9.00,30.00,7.00,9.93,6.65
2022.00,9.00,30.00,8.00,15.03,5.03
2022.00,9.00,30.00,9.00,17.98,4.88
2022.00,9.00,30.00,10.00,18.98,5.15
2022.00,9.00,30.00,11.00,18.62,6.35
2022.00,9.00,30.00,12.00,19.22,7.28
2022.00,9.00,30.00,13.00,15.62,13.72
2022.00,9.00,30.00,14.00,5.08,22.20
2022.00,9.00,30.00,15.00,3.62,26.90
2022.00,9.00,30.00,16.00,2.38,21.62
2022.00,9.00,30.00,17.00,2.75,20.20
2022.00,9.00,30.00,18.00,2.73,22.85
2022.00,9.00,30.00,19.00,2.92,22.22
2022.00,9.00,30.00,20.00,2.30,32.00
2022.00,9.00,30.00,21.00,4.90,33.80
2022.00,9.00,30.00,22.00,3.50,24.48
2022.00,9.00,30.00,23.00,3.35,29.25
2021.00,1.00,11.00,0.00,13.93,8.07
2021.00,1.00,11.00,1.00,16.40,8.03
2021.00,1.00,11.00,2.00,17.18,8.90
2021.00,1.00,11.00,3.00,16.80,9.57
2021.00,1.00,11.00,4.00,19.15,8.25
2021.00,1.00,11.00,5.00,21.43,6.45
2021.00,1.00,11.00,6.00,22.83,7.08
2021.00,1.00,11.00,7.00,27.03,6.88
2021.00,1.00,11.00,8.00,31.62,7.10
2021.00,1.00,11.00,9.00,35.50,7.22
2021.00,1.00,11.00,10.00,38.00,8.00
2021.00,1.00,11.00,11.00,34.60,12.07
2021.00,1.00,11.00,12.00,29.00,17.15
2021.00,1.00,11.00,13.00,16.48,27.70
2021.00,1.00,11.00,14.00,7.53,38.90
2021.00,1.00,11.00,15.00,7.25,38.15
2021.00,1.00,11.00,16.00,7.22,34.92
2021.00,1.00,11.00,17.00,6.93,28.75
2021.00,1.00,11.00,18.00,8.28,24.10
2021.00,1.00,11.00,19.00,6.85,22.62
2021.00,1.00,11.00,20.00,3.30,20.25
2021.00,1.00,11.00,21.00,3.95,19.50
2021.00,1.00,11.00,22.00,4.58,20.50
2021.00,1.00,11.00,23.00,4.00,21.32
2020.00,6.00,13.00,0.00,9.83,21.60
2020.00,6.00,13.00,1.00,5.30,40.70
2020.00,6.00,13.00,2.00,4.88,36.90
2020.00,6.00,13.00,3.00,8.65,24.20
2020.00,6.00,13.00,4.00,10.90,17.73
2020.00,6.00,13.00,5.00,15.55,16.52
2020.00,6.00,13.00,6.00,19.88,14.25
2020.00,6.00,13.00,7.00,19.35,15.18
2020.00,6.00,13.00,8.00,18.90,21.48
2020.00,6.00,13.00,9.00,17.23,28.77
2020.00,6.00,13.00,10.00,16.05,12.05
2020.00,6.00,13.00,11.00,11.05,30.27
2020.00,6.00,13.00,12.00,16.52,16.45
2020.00,6.00,13.00,13.00,16.23,16.70
2020.00,6.00,13.00,14.00,13.05,26.52
2020.00,6.00,13.00,15.00,10.58,28.82
2020.00,6.00,13.00,16.00,5.22,37.83
2020.00,6.00,13.00,17.00,3.62,43.12
2020.00,6.00,13.00,18.00,4.83,51.30
2020.00,6.00,13.00,19.00,34.62,52.00
2020.00,6.00,13.00,20.00,19.80,32.80
2020.00,6.00,13.00,21.00,3.80,23.00
2020.00,6.00,13.00,22.00,4.25,26.48
2020.00,6.00,13.00,23.00,3.40,18.50
2020.00,10.00,5.00,0.00,5.12,21.70
2020.00,10.00,5.00,1.00,5.10,25.70
2020.00,10.00,5.00,2.00,8.68,20.57
2020.00,10.00,5.00,3.00,11.78,19.55
2020.00,10.00,5.00,4.00,23.43,19.50
2020.00,10.00,5.00,5.00,36.83,13.23
2020.00,10.00,5.00,6.00,42.65,11.28
2020.00,10.00,5.00,7.00,46.72,11.03
2020.00,10.00,5.00,8.00,47.45,10.05
2020.00,10.00,5.00,9.00,49.28,10.35
2020.00,10.00,5.00,10.00,49.40,10.57
2020.00,10.00,5.00,11.00,50.80,10.75
2020.00,10.00,5.00,12.00,44.10,17.25
2020.00,10.00,5.00,13.00,22.70,33.02
2020.00,10.00,5.00,14.00,4.78,46.80
2020.00,10.00,5.00,15.00,3.62,49.93
2020.00,10.00,5.00,16.00,3.30,52.10
2020.00,10.00,5.00,17.00,3.10,47.38
2020.00,10.00,5.00,18.00,3.12,42.15
2020.00,10.00,5.00,19.00,3.48,33.45
2020.00,10.00,5.00,20.00,3.30,35.30
2020.00,10.00,5.00,21.00,4.02,33.80
2020.00,10.00,5.00,22.00,3.62,29.88
2020.00,10.00,5.00,23.00,3.55,29.85
2022.00,10.00,1.00,0.00,3.28,23.38
2022.00,10.00,1.00,1.00,3.25,21.30
2022.00,10.00,1.00,2.00,2.10,20.07
2022.00,10.00,1.00,3.00,2.02,15.32
2022.00,10.00,1.00,4.00,2.70,8.50
2022.00,10.00,1.00,5.00,5.05,6.38
2022.00,10.00,1.00,6.00,7.65,5.82
2022.00,10.00,1.00,7.00,12.75,7.30
2022.00,10.00,1.00,8.00,19.00,5.25
2022.00,10.00,1.00,9.00,21.15,4.95
2022.00,10.00,1.00,10.00,25.35,5.07
2022.00,10.00,1.00,11.00,31.65,4.52
2022.00,10.00,1.00,12.00,31.60,6.65
2022.00,10.00,1.00,13.00,14.55,14.98
2022.00,10.00,1.00,14.00,6.03,21.30
2022.00,10.00,1.00,15.00,4.15,25.20
2022.00,10.00,1.00,16.00,3.20,26.40
2022.00,10.00,1.00,17.00,3.80,47.02
2022.00,10.00,1.00,18.00,5.35,44.30
2022.00,10.00,1.00,19.00,5.53,41.08
2022.00,10.00,1.00,20.00,4.30,39.27
2022.00,10.00,1.00,21.00,5.00,42.40
2022.00,10.00,1.00,22.00,3.90,32.80
2022.00,10.00,1.00,23.00,2.70,23.77
2023.00,4.00,26.00,0.00,20.35,51.27
2023.00,4.00,26.00,1.00,10.60,56.50
2023.00,4.00,26.00,2.00,5.68,61.77
2023.00,4.00,26.00,3.00,11.65,46.13
2023.00,4.00,26.00,4.00,35.10,27.73
2023.00,4.00,26.00,5.00,60.95,17.50
2023.00,4.00,26.00,6.00,81.58,14.10
2023.00,4.00,26.00,7.00,94.62,11.22
2023.00,4.00,26.00,8.00,102.37,12.55
2023.00,4.00,26.00,9.00,106.83,10.87
2023.00,4.00,26.00,10.00,109.40,9.92
2023.00,4.00,26.00,11.00,109.47,16.12
2023.00,4.00,26.00,12.00,100.32,20.98
2023.00,4.00,26.00,13.00,85.07,24.02
2023.00,4.00,26.00,14.00,30.95,75.15
2023.00,4.00,26.00,15.00,7.30,102.22
2023.00,4.00,26.00,16.00,4.40,101.30
2023.00,4.00,26.00,17.00,15.90,94.00
2023.00,4.00,26.00,18.00,20.62,92.80
2023.00,4.00,26.00,19.00,6.62,76.65
2023.00,4.00,26.00,20.00,4.30,70.25
2023.00,4.00,26.00,21.00,3.10,67.60
2023.00,4.00,26.00,22.00,2.73,61.70
2023.00,4.00,26.00,23.00,6.03,52.58
2020.00,11.00,18.00,0.00,4.05,19.70
2020.00,11.00,18.00,1.00,8.40,22.38
2020.00,11.00,18.00,2.00,4.85,26.38
2020.00,11.00,18.00,3.00,6.47,28.50
2020.00,11.00,18.00,4.00,21.85,20.70
2020.00,11.00,18.00,5.00,41.12,12.62
2020.00,11.00,18.00,6.00,53.65,9.07
2020.00,11.00,18.00,7.00,54.92,12.88
2020.00,11.00,18.00,8.00,54.65,11.00
2020.00,11.00,18.00,9.00,59.00,12.98
2020.00,11.00,18.00,10.00,64.20,10.97
2020.00,11.00,18.00,11.00,60.33,14.23
2020.00,11.00,18.00,12.00,39.27,30.68
2020.00,11.00,18.00,13.00,11.03,49.50
2020.00,11.00,18.00,14.00,1.95,70.05
2020.00,11.00,18.00,15.00,2.40,71.03
2020.00,11.00,18.00,16.00,2.80,49.80
2020.00,11.00,18.00,17.00,2.12,55.97
2020.00,11.00,18.00,18.00,2.23,52.15
2020.00,11.00,18.00,19.00,4.03,47.95
2020.00,11.00,18.00,20.00,3.60,41.70
2020.00,11.00,18.00,21.00,3.65,33.60
2020.00,11.00,18.00,22.00,3.22,31.88
2020.00,11.00,18.00,23.00,2.65,34.58
2023.00,5.00,2.00,0.00,9.20,14.57
2023.00,5.00,2.00,1.00,9.30,13.10
2023.00,5.00,2.00,2.00,8.23,16.52
2023.00,5.00,2.00,3.00,10.85,15.25
2023.00,5.00,2.00,4.00,9.90,9.58
2023.00,5.00,2.00,5.00,12.03,7.43
2023.00,5.00,2.00,6.00,13.60,7.17
2023.00,5.00,2.00,7.00,16.40,6.38
2023.00,5.00,2.00,8.00,16.52,7.35
2023.00,5.00,2.00,9.00,15.70,5.20
2023.00,5.00,2.00,10.00,15.00,5.12
2023.00,5.00,2.00,11.00,18.80,4.57
2023.00,5.00,2.00,12.00,18.73,5.62
2023.00,5.00,2.00,13.00,18.20,7.77
2023.00,5.00,2.00,14.00,14.20,12.00
2023.00,5.00,2.00,15.00,10.82,14.38
2023.00,5.00,2.00,16.00,8.15,17.23
2023.00,5.00,2.00,17.00,5.27,23.17
2023.00,5.00,2.00,18.00,3.00,27.72
2023.00,5.00,2.00,19.00,2.48,30.70
2023.00,5.00,2.00,20.00,2.10,33.62
2023.00,5.00,2.00,21.00,30.33,31.50
2023.00,5.00,2.00,22.00,14.45,22.13
2023.00,5.00,2.00,23.00,4.62,20.83
2021.00,1.00,21.00,0.00,12.65,10.60
2021.00,1.00,21.00,1.00,12.70,11.22
2021.00,1.00,21.00,2.00,10.75,11.05
2021.00,1.00,21.00,3.00,10.88,10.85
2021.00,1.00,21.00,4.00,12.12,11.70
2021.00,1.00,21.00,5.00,17.50,14.12
2021.00,1.00,21.00,6.00,27.10,12.90
2021.00,1.00,21.00,7.00,40.27,10.58
2021.00,1.00,21.00,8.00,50.10,10.35
2021.00,1.00,21.00,9.00,55.38,9.85
2021.00,1.00,21.00,10.00,58.83,9.60
2021.00,1.00,21.00,11.00,59.40,11.52
2021.00,1.00,21.00,12.00,45.47,22.98
2021.00,1.00,21.00,13.00,7.88,58.20
2021.00,1.00,21.00,14.00,2.90,72.38
2021.00,1.00,21.00,15.00,2.48,72.45
2021.00,1.00,21.00,16.00,2.65,63.78
2021.00,1.00,21.00,17.00,2.60,63.60
2021.00,1.00,21.00,18.00,2.55,49.88
2021.00,1.00,21.00,19.00,1.95,30.25
2021.00,1.00,21.00,20.00,2.10,28.28
2021.00,1.00,21.00,21.00,7.45,27.50
2021.00,1.00,21.00,22.00,8.50,24.98
2021.00,1.00,21.00,23.00,7.10,22.15
2022.00,8.00,15.00,0.00,4.32,5.22
2022.00,8.00,15.00,1.00,4.60,5.03
2022.00,8.00,15.00,2.00,5.03,5.88
2022.00,8.00,15.00,3.00,5.12,4.77
2022.00,8.00,15.00,4.00,5.43,4.00
2022.00,8.00,15.00,5.00,6.27,5.87
2022.00,8.00,15.00,6.00,7.52,7.20
2022.00,8.00,15.00,7.00,10.18,7.67
2022.00,8.00,15.00,8.00,11.57,7.35
2022.00,8.00,15.00,9.00,10.97,6.28
2022.00,8.00,15.00,10.00,10.47,4.35
2022.00,8.00,15.00,11.00,10.92,3.65
2022.00,8.00,15.00,12.00,11.25,3.60
2022.00,8.00,15.00,13.00,8.28,12.77
2022.00,8.00,15.00,14.00,6.78,6.47
2022.00,8.00,15.00,15.00,7.97,10.38
2022.00,8.00,15.00,16.00,8.30,14.42
2022.00,8.00,15.00,17.00,7.05,14.23
2022.00,8.00,15.00,18.00,10.90,11.80
2022.00,8.00,15.00,19.00,10.15,8.45
2022.00,8.00,15.00,20.00,5.70,5.55
2022.00,8.00,15.00,21.00,7.07,6.00
2022.00,8.00,15.00,22.00,4.97,5.90
2022.00,8.00,15.00,23.00,4.78,6.08
2021.00,7.00,9.00,0.00,31.92,10.25
2021.00,7.00,9.00,1.00,11.00,14.30
2021.00,7.00,9.00,2.00,10.38,15.20
2021.00,7.00,9.00,3.00,10.77,14.10
2021.00,7.00,9.00,4.00,12.00,8.60
2021.00,7.00,9.00,5.00,13.20,11.75
2021.00,7.00,9.00,6.00,24.80,14.35
2021.00,7.00,9.00,7.00,31.92,15.00
2021.00,7.00,9.00,8.00,51.00,16.52
2021.00,7.00,9.00,9.00,69.83,14.40
2021.00,7.00,9.00,10.00,55.30,12.10
2021.00,7.00,9.00,11.00,43.90,9.88
2021.00,7.00,9.00,12.00,41.98,8.48
2021.00,7.00,9.00,13.00,37.92,9.77
2021.00,7.00,9.00,14.00,30.30,11.77
2021.00,7.00,9.00,15.00,21.67,17.27
2021.00,7.00,9.00,16.00,18.07,26.05
2021.00,7.00,9.00,17.00,13.12,31.83
2021.00,7.00,9.00,18.00,12.88,31.62
2021.00,7.00,9.00,19.00,9.30,29.13
2021.00,7.00,9.00,20.00,9.40,20.42
2021.00,7.00,9.00,21.00,4.33,17.30
2021.00,7.00,9.00,22.00,2.52,13.88
2021.00,7.00,9.00,23.00,1.62,12.25
2020.00,4.00,5.00,0.00,4.70,12.05
2020.00,4.00,5.00,1.00,4.00,17.40
2020.00,4.00,5.00,2.00,3.40,16.70
2020.00,4.00,5.00,3.00,8.57,11.55
2020.00,4.00,5.00,4.00,18.62,9.55
2020.00,4.00,5.00,5.00,27.75,6.50
2020.00,4.00,5.00,6.00,36.97,5.50
2020.00,4.00,5.00,7.00,41.60,5.83
2020.00,4.00,5.00,8.00,41.88,5.17
2020.00,4.00,5.00,9.00,43.93,4.78
2020.00,4.00,5.00,10.00,45.60,4.83
2020.00,4.00,5.00,11.00,45.55,4.90
2020.00,4.00,5.00,12.00,47.50,5.53
2020.00,4.00,5.00,13.00,46.60,6.18
2020.00,4.00,5.00,14.00,33.50,12.23
2020.00,4.00,5.00,15.00,24.53,16.52
2020.00,4.00,5.00,16.00,24.00,15.33
2020.00,4.00,5.00,17.00,22.03,16.80
2020.00,4.00,5.00,18.00,19.88,15.80
2020.00,4.00,5.00,19.00,6.95,15.98
2020.00,4.00,5.00,20.00,3.00,14.80
2020.00,4.00,5.00,21.00,6.00,12.40
2020.00,4.00,5.00,22.00,4.55,12.20
2020.00,4.00,5.00,23.00,3.00,13.65
2024.00,1.00,22.00,0.00,12.12,26.72
2024.00,1.00,22.00,1.00,9.37,31.10
2024.00,1.00,22.00,2.00,9.40,34.42
2024.00,1.00,22.00,3.00,9.40,34.27
2024.00,1.00,22.00,4.00,11.88,34.10
2024.00,1.00,22.00,5.00,16.95,39.58
2024.00,1.00,22.00,6.00,27.90,50.05
2024.00,1.00,22.00,7.00,50.98,59.85
2024.00,1.00,22.00,8.00,75.00,64.50
2024.00,1.00,22.00,9.00,84.40,65.78
2024.00,1.00,22.00,10.00,92.12,63.27
2024.00,1.00,22.00,11.00,70.88,76.10
2024.00,1.00,22.00,12.00,36.75,83.18
2024.00,1.00,22.00,13.00,3.30,99.75
2024.00,1.00,22.00,14.00,2.20,93.20
2024.00,1.00,22.00,15.00,2.15,83.60
2024.00,1.00,22.00,16.00,2.05,65.12
2024.00,1.00,22.00,17.00,3.15,56.53
2024.00,1.00,22.00,18.00,1.70,45.90
2024.00,1.00,22.00,19.00,1.52,50.40
2024.00,1.00,22.00,20.00,1.50,51.05
2024.00,1.00,22.00,21.00,4.07,45.90
2024.00,1.00,22.00,22.00,5.70,41.55
2024.00,1.00,22.00,23.00,8.45,37.60
2020.00,2.00,15.00,0.00,15.32,13.70
2020.00,2.00,15.00,1.00,15.23,13.70
2020.00,2.00,15.00,2.00,12.55,15.85
2020.00,2.00,15.00,3.00,14.57,17.60
2020.00,2.00,15.00,4.00,21.70,16.98
2020.00,2.00,15.00,5.00,31.92,13.85
2020.00,2.00,15.00,6.00,41.45,13.25
2020.00,2.00,15.00,7.00,49.83,12.68
2020.00,2.00,15.00,8.00,57.57,12.23
2020.00,2.00,15.00,9.00,63.20,12.22
2020.00,2.00,15.00,10.00,61.77,12.42
2020.00,2.00,15.00,11.00,56.57,14.02
2020.00,2.00,15.00,12.00,49.50,16.65
2020.00,2.00,15.00,13.00,31.30,27.23
2020.00,2.00,15.00,14.00,12.28,41.40
2020.00,2.00,15.00,15.00,12.77,35.20
2020.00,2.00,15.00,16.00,5.45,41.52
2020.00,2.00,15.00,17.00,6.50,37.03
2020.00,2.00,15.00,18.00,4.85,35.10
2020.00,2.00,15.00,19.00,3.08,36.00
2020.00,2.00,15.00,20.00,4.30,29.60
2020.00,2.00,15.00,21.00,2.60,32.28
2020.00,2.00,15.00,22.00,2.55,32.15
2020.00,2.00,15.00,23.00,3.60,31.25
2020.00,6.00,5.00,0.00,5.35,28.18
2020.00,6.00,5.00,1.00,3.88,39.12
2020.00,6.00,5.00,2.00,5.33,36.58
2020.00,6.00,5.00,3.00,14.80,19.40
2020.00,6.00,5.00,4.00,21.85,19.43
2020.00,6.00,5.00,5.00,30.30,21.02
2020.00,6.00,5.00,6.00,39.78,16.90
2020.00,6.00,5.00,7.00,47.08,12.70
2020.00,6.00,5.00,8.00,57.22,12.00
2020.00,6.00,5.00,9.00,63.60,14.05
2020.00,6.00,5.00,10.00,60.78,25.25
2020.00,6.00,5.00,11.00,44.70,17.02
2020.00,6.00,5.00,12.00,29.10,30.82
2020.00,6.00,5.00,13.00,26.32,28.65
2020.00,6.00,5.00,14.00,23.90,41.40
2020.00,6.00,5.00,15.00,10.00,61.53
2020.00,6.00,5.00,16.00,4.80,55.15
2020.00,6.00,5.00,17.00,12.68,32.00
2020.00,6.00,5.00,18.00,11.60,30.98
2020.00,6.00,5.00,19.00,15.22,17.62
2020.00,6.00,5.00,20.00,15.60,19.10
2020.00,6.00,5.00,21.00,13.20,20.60
2020.00,6.00,5.00,22.00,15.32,12.10
2020.00,6.00,5.00,23.00,14.90,12.05
2020.00,5.00,12.00,0.00,20.85,6.60
2020.00,5.00,12.00,1.00,27.82,6.17
2020.00,5.00,12.00,2.00,22.73,8.35
2020.00,5.00,12.00,3.00,21.95,9.90
2020.00,5.00,12.00,4.00,28.23,10.88
2020.00,5.00,12.00,5.00,40.38,10.28
