year,month,day,hour,O3_target,NO2_target
2024.00,4.00,11.00,19.00,51.30,35.57
2024.00,4.00,11.00,20.00,48.10,30.30
2024.00,4.00,11.00,21.00,43.75,30.75
2024.00,4.00,11.00,22.00,18.38,62.52
2024.00,4.00,11.00,23.00,17.00,65.27
2020.00,4.00,24.00,0.00,13.65,44.33
2020.00,4.00,24.00,1.00,10.75,53.08
2020.00,4.00,24.00,2.00,29.98,52.20
2020.00,4.00,24.00,3.00,72.35,43.43
2020.00,4.00,24.00,4.00,107.18,31.02
2020.00,4.00,24.00,5.00,123.42,32.30
2020.00,4.00,24.00,6.00,133.53,31.75
2020.00,4.00,24.00,7.00,135.67,29.95
2020.00,4.00,24.00,8.00,144.43,24.45
2020.00,4.00,24.00,9.00,146.18,24.00
2020.00,4.00,24.00,10.00,147.75,23.45
2020.00,4.00,24.00,11.00,145.12,23.35
2020.00,4.00,24.00,12.00,153.32,23.42
2020.00,4.00,24.00,13.00,123.42,35.98
2020.00,4.00,24.00,14.00,101.38,44.02
2020.00,4.00,24.00,15.00,92.25,39.73
2020.00,4.00,24.00,16.00,65.22,47.55
2020.00,4.00,24.00,17.00,84.80,33.98
2020.00,4.00,24.00,18.00,62.35,35.52
2020.00,4.00,24.00,19.00,73.53,26.55
2020.00,4.00,24.00,20.00,41.90,27.82
2020.00,4.00,24.00,21.00,32.55,36.00
2020.00,4.00,24.00,22.00,40.73,32.40
2020.00,4.00,24.00,23.00,59.72,27.32
2021.00,9.00,19.00,0.00,32.85,20.62
2021.00,9.00,19.00,1.00,33.28,23.27
2021.00,9.00,19.00,2.00,34.75,15.23
2021.00,9.00,19.00,3.00,37.55,13.28
2021.00,9.00,19.00,4.00,49.92,10.33
2021.00,9.00,19.00,5.00,52.77,19.67
2021.00,9.00,19.00,6.00,54.58,15.62
2021.00,9.00,19.00,7.00,62.97,5.28
2021.00,9.00,19.00,8.00,62.15,13.18
2021.00,9.00,19.00,9.00,54.70,23.57
2021.00,9.00,19.00,10.00,48.88,44.15
2021.00,9.00,19.00,11.00,54.97,38.73
2021.00,9.00,19.00,12.00,49.17,38.68
2021.00,9.00,19.00,13.00,38.85,37.03
2021.00,9.00,19.00,14.00,36.95,44.20
2021.00,9.00,19.00,15.00,36.78,48.85
2021.00,9.00,19.00,16.00,36.18,55.08
2021.00,9.00,19.00,17.00,43.25,52.30
2021.00,9.00,19.00,18.00,34.10,49.97
2021.00,9.00,19.00,19.00,31.60,47.40
2021.00,9.00,19.00,20.00,79.30,42.70
2021.00,9.00,19.00,21.00,47.65,45.70
2021.00,9.00,19.00,22.00,35.70,42.47
2021.00,9.00,19.00,23.00,34.25,35.03
2022.00,9.00,30.00,0.00,47.45,35.80
2022.00,9.00,30.00,1.00,61.53,36.32
2022.00,9.00,30.00,2.00,70.22,35.70
2022.00,9.00,30.00,3.00,60.17,26.45
2022.00,9.00,30.00,4.00,61.10,16.07
2022.00,9.00,30.00,5.00,75.53,10.18
2022.00,9.00,30.00,6.00,87.15,10.35
2022.00,9.00,30.00,7.00,96.32,9.57
2022.00,9.00,30.00,8.00,100.90,9.18
2022.00,9.00,30.00,9.00,95.77,7.68
2022.00,9.00,30.00,10.00,93.92,9.28
2022.00,9.00,30.00,11.00,91.30,12.90
2022.00,9.00,30.00,12.00,89.58,19.00
2022.00,9.00,30.00,13.00,70.50,38.95
2022.00,9.00,30.00,14.00,62.35,51.17
2022.00,9.00,30.00,15.00,52.40,52.55
2022.00,9.00,30.00,16.00,54.72,45.97
2022.00,9.00,30.00,17.00,63.23,37.00
2022.00,9.00,30.00,18.00,56.15,39.25
2022.00,9.00,30.00,19.00,61.52,31.75
2022.00,9.00,30.00,20.00,45.90,55.17
2022.00,9.00,30.00,21.00,60.42,50.10
2022.00,9.00,30.00,22.00,44.90,36.17
2022.00,9.00,30.00,23.00,42.90,30.95
2020.00,10.00,5.00,0.00,15.05,37.08
2020.00,10.00,5.00,1.00,14.70,44.05
2020.00,10.00,5.00,2.00,15.15,37.85
2020.00,10.00,5.00,3.00,16.10,25.70
2020.00,10.00,5.00,4.00,18.23,21.88
2020.00,10.00,5.00,5.00,20.50,19.40
2020.00,10.00,5.00,6.00,23.48,17.58
2020.00,10.00,5.00,7.00,24.25,17.88
2020.00,10.00,5.00,8.00,21.65,17.00
2020.00,10.00,5.00,9.00,23.48,16.25
2020.00,10.00,5.00,10.00,22.27,19.82
2020.00,10.00,5.00,11.00,22.20,22.83
2020.00,10.00,5.00,12.00,19.98,31.73
2020.00,10.00,5.00,13.00,14.50,67.15
2020.00,10.00,5.00,14.00,12.82,90.67
2020.00,10.00,5.00,15.00,11.80,84.67
2020.00,10.00,5.00,16.00,13.45,64.33
2020.00,10.00,5.00,17.00,15.45,52.33
2020.00,10.00,5.00,18.00,16.07,41.15
2020.00,10.00,5.00,19.00,16.17,42.10
2020.00,10.00,5.00,20.00,13.70,37.53
2020.00,10.00,5.00,21.00,14.20,34.10
2020.00,10.00,5.00,22.00,14.48,77.80
2020.00,10.00,5.00,23.00,14.35,55.17
2022.00,10.00,1.00,0.00,50.40,29.20
2022.00,10.00,1.00,1.00,52.12,32.75
2022.00,10.00,1.00,2.00,59.58,32.88
2022.00,10.00,1.00,3.00,69.68,26.35
2022.00,10.00,1.00,4.00,61.40,14.50
2022.00,10.00,1.00,5.00,63.80,8.05
2022.00,10.00,1.00,6.00,73.90,7.97
2022.00,10.00,1.00,7.00,67.30,8.60
2022.00,10.00,1.00,8.00,72.92,8.15
2022.00,10.00,1.00,9.00,80.98,9.30
2022.00,10.00,1.00,10.00,87.38,7.67
2022.00,10.00,1.00,11.00,87.50,11.88
2022.00,10.00,1.00,12.00,89.08,14.88
2022.00,10.00,1.00,13.00,70.45,39.73
2022.00,10.00,1.00,14.00,60.22,49.75
2022.00,10.00,1.00,15.00,56.20,68.22
2022.00,10.00,1.00,16.00,47.10,65.42
2022.00,10.00,1.00,17.00,41.25,69.60
2022.00,10.00,1.00,18.00,43.27,63.72
2022.00,10.00,1.00,19.00,41.38,71.35
2022.00,10.00,1.00,20.00,40.90,65.03
2022.00,10.00,1.00,21.00,47.57,55.90
2022.00,10.00,1.00,22.00,38.53,53.75
2022.00,10.00,1.00,23.00,33.67,50.20
2021.00,7.00,12.00,0.00,35.10,26.55
2021.00,7.00,12.00,1.00,30.60,31.90
2021.00,7.00,12.00,2.00,35.65,21.40
2021.00,7.00,12.00,3.00,42.03,21.02
2021.00,7.00,12.00,4.00,47.48,21.25
2021.00,7.00,12.00,5.00,58.92,24.37
2021.00,7.00,12.00,6.00,62.30,36.10
2021.00,7.00,12.00,7.00,78.15,18.48
2021.00,7.00,12.00,8.00,71.83,32.90
2021.00,7.00,12.00,9.00,67.50,34.88
2021.00,7.00,12.00,10.00,54.80,47.58
2021.00,7.00,12.00,11.00,75.40,17.02
2021.00,7.00,12.00,12.00,55.55,25.98
2021.00,7.00,12.00,13.00,62.03,23.70
2021.00,7.00,12.00,14.00,38.73,40.85
2021.00,7.00,12.00,15.00,29.82,41.95
2021.00,7.00,12.00,16.00,32.80,30.17
2021.00,7.00,12.00,17.00,33.10,31.02
2021.00,7.00,12.00,18.00,27.02,41.27
2021.00,7.00,12.00,19.00,28.23,51.50
2021.00,7.00,12.00,20.00,28.30,36.73
2021.00,7.00,12.00,21.00,41.85,33.10
2021.00,7.00,12.00,22.00,39.65,29.25
2021.00,7.00,12.00,23.00,40.38,20.90
2023.00,4.00,26.00,0.00,8.35,37.22
2023.00,4.00,26.00,1.00,8.15,33.27
2023.00,4.00,26.00,2.00,10.30,44.12
2023.00,4.00,26.00,3.00,15.55,54.30
2023.00,4.00,26.00,4.00,37.38,38.73
2023.00,4.00,26.00,5.00,71.25,19.88
2023.00,4.00,26.00,6.00,92.25,14.52
2023.00,4.00,26.00,7.00,105.57,12.88
2023.00,4.00,26.00,8.00,104.35,15.75
2023.00,4.00,26.00,9.00,108.05,11.25
2023.00,4.00,26.00,10.00,99.57,22.70
2023.00,4.00,26.00,11.00,111.33,15.50
2023.00,4.00,26.00,12.00,96.22,26.78
2023.00,4.00,26.00,13.00,100.53,17.45
2023.00,4.00,26.00,14.00,62.15,31.38
2023.00,4.00,26.00,15.00,44.80,36.52
2023.00,4.00,26.00,16.00,35.77,38.55
2023.00,4.00,26.00,17.00,33.70,33.25
2023.00,4.00,26.00,18.00,23.30,34.80
2023.00,4.00,26.00,19.00,9.32,46.27
2023.00,4.00,26.00,20.00,7.20,48.80
2023.00,4.00,26.00,21.00,6.95,49.90
2023.00,4.00,26.00,22.00,7.47,46.10
2023.00,4.00,26.00,23.00,10.15,49.28
2020.00,11.00,18.00,0.00,13.03,35.85
2020.00,11.00,18.00,1.00,21.60,43.80
2020.00,11.00,18.00,2.00,13.98,43.62
2020.00,11.00,18.00,3.00,23.32,45.72
2020.00,11.00,18.00,4.00,57.07,39.22
2020.00,11.00,18.00,5.00,87.28,23.78
2020.00,11.00,18.00,6.00,99.00,16.75
2020.00,11.00,18.00,7.00,101.25,16.03
2020.00,11.00,18.00,8.00,107.30,17.15
2020.00,11.00,18.00,9.00,108.70,17.75
2020.00,11.00,18.00,10.00,111.15,19.45
2020.00,11.00,18.00,11.00,92.78,32.50
2020.00,11.00,18.00,12.00,28.68,99.30
2020.00,11.00,18.00,13.00,18.93,108.83
2020.00,11.00,18.00,14.00,14.47,111.37
2020.00,11.00,18.00,15.00,11.93,103.10
2020.00,11.00,18.00,16.00,6.28,87.40
2020.00,11.00,18.00,17.00,4.62,77.62
2020.00,11.00,18.00,18.00,3.80,73.48
2020.00,11.00,18.00,19.00,3.92,79.72
2020.00,11.00,18.00,20.00,5.50,66.05
2020.00,11.00,18.00,21.00,3.30,66.00
2020.00,11.00,18.00,22.00,14.10,57.80
2020.00,11.00,18.00,23.00,10.93,53.73
2023.00,5.00,2.00,0.00,16.88,14.60
2023.00,5.00,2.00,1.00,18.45,9.47
2023.00,5.00,2.00,2.00,19.27,6.90
2023.00,5.00,2.00,3.00,19.07,9.62
2023.00,5.00,2.00,4.00,23.85,5.15
2023.00,5.00,2.00,5.00,25.88,4.27
2023.00,5.00,2.00,6.00,28.40,4.47
2023.00,5.00,2.00,7.00,35.30,5.68
2023.00,5.00,2.00,8.00,38.80,5.15
2023.00,5.00,2.00,9.00,42.40,3.62
2023.00,5.00,2.00,10.00,42.62,3.17
2023.00,5.00,2.00,11.00,47.35,2.97
2023.00,5.00,2.00,12.00,43.55,9.22
2023.00,5.00,2.00,13.00,43.80,7.85
2023.00,5.00,2.00,14.00,37.33,9.28
2023.00,5.00,2.00,15.00,34.90,8.05
2023.00,5.00,2.00,16.00,28.90,11.30
2023.00,5.00,2.00,17.00,25.48,13.57
2023.00,5.00,2.00,18.00,16.68,18.70
2023.00,5.00,2.00,19.00,15.42,19.07
2023.00,5.00,2.00,20.00,15.00,18.33
2023.00,5.00,2.00,21.00,16.30,19.00
2023.00,5.00,2.00,22.00,14.38,14.47
2023.00,5.00,2.00,23.00,12.90,14.15
2022.00,8.00,15.00,0.00,30.85,13.78
2022.00,8.00,15.00,1.00,27.32,12.45
2022.00,8.00,15.00,2.00,28.33,10.43
2022.00,8.00,15.00,3.00,31.07,5.75
2022.00,8.00,15.00,4.00,37.00,3.75
2022.00,8.00,15.00,5.00,45.30,4.07
2022.00,8.00,15.00,6.00,50.90,5.75
2022.00,8.00,15.00,7.00,56.33,5.47
2022.00,8.00,15.00,8.00,58.00,6.80
2022.00,8.00,15.00,9.00,69.22,4.45
2022.00,8.00,15.00,10.00,66.68,4.40
2022.00,8.00,15.00,11.00,64.03,5.53
2022.00,8.00,15.00,12.00,69.35,5.83
2022.00,8.00,15.00,13.00,57.12,7.45
2022.00,8.00,15.00,14.00,53.35,9.35
2022.00,8.00,15.00,15.00,40.80,16.90
2022.00,8.00,15.00,16.00,34.40,33.83
2022.00,8.00,15.00,17.00,39.27,37.17
2022.00,8.00,15.00,18.00,36.05,26.85
2022.00,8.00,15.00,19.00,38.30,16.15
2022.00,8.00,15.00,20.00,41.80,13.95
2022.00,8.00,15.00,21.00,50.33,14.20
2022.00,8.00,15.00,22.00,35.23,11.47
2022.00,8.00,15.00,23.00,34.90,8.07
2021.00,7.00,9.00,0.00,47.95,32.35
2021.00,7.00,9.00,1.00,29.35,60.58
2021.00,7.00,9.00,2.00,34.83,39.25
2021.00,7.00,9.00,3.00,50.20,15.55
2021.00,7.00,9.00,4.00,56.75,12.18
2021.00,7.00,9.00,5.00,56.70,27.07
2021.00,7.00,9.00,6.00,76.85,25.95
2021.00,7.00,9.00,7.00,101.22,27.55
2021.00,7.00,9.00,8.00,112.50,34.83
2021.00,7.00,9.00,9.00,103.83,19.20
2021.00,7.00,9.00,10.00,103.15,12.38
2021.00,7.00,9.00,11.00,103.05,13.30
2021.00,7.00,9.00,12.00,112.60,10.22
2021.00,7.00,9.00,13.00,111.33,12.70
2021.00,7.00,9.00,14.00,102.92,18.65
2021.00,7.00,9.00,15.00,87.15,25.25
2021.00,7.00,9.00,16.00,76.65,30.93
2021.00,7.00,9.00,17.00,65.10,44.10
2021.00,7.00,9.00,18.00,56.23,42.43
2021.00,7.00,9.00,19.00,41.23,72.30
2021.00,7.00,9.00,20.00,37.30,52.10
2021.00,7.00,9.00,21.00,39.08,49.70
2021.00,7.00,9.00,22.00,29.10,54.27
2021.00,7.00,9.00,23.00,35.35,27.62
2024.00,1.00,22.00,0.00,19.60,32.92
2024.00,1.00,22.00,1.00,27.73,28.90
2024.00,1.00,22.00,2.00,16.93,41.77
2024.00,1.00,22.00,3.00,24.13,33.95
2024.00,1.00,22.00,4.00,25.00,37.65
2024.00,1.00,22.00,5.00,30.80,29.73
2024.00,1.00,22.00,6.00,50.12,34.02
2024.00,1.00,22.00,7.00,78.68,45.38
2024.00,1.00,22.00,8.00,104.80,69.28
2024.00,1.00,22.00,9.00,124.97,82.10
2024.00,1.00,22.00,10.00,173.68,64.88
2024.00,1.00,22.00,11.00,109.60,70.85
2024.00,1.00,22.00,12.00,31.60,103.33
2024.00,1.00,22.00,13.00,30.60,88.88
2024.00,1.00,22.00,14.00,15.12,92.35
2024.00,1.00,22.00,15.00,6.98,90.35
2024.00,1.00,22.00,16.00,5.92,85.47
2024.00,1.00,22.00,17.00,8.18,77.23
2024.00,1.00,22.00,18.00,6.30,61.80
2024.00,1.00,22.00,19.00,6.10,67.83
2024.00,1.00,22.00,20.00,6.70,55.88
2024.00,1.00,22.00,21.00,7.17,62.20
2024.00,1.00,22.00,22.00,7.00,58.38
2024.00,1.00,22.00,23.00,8.42,50.70
2020.00,2.00,15.00,0.00,27.33,26.25
2020.00,2.00,15.00,1.00,27.70,27.70
2020.00,2.00,15.00,2.00,25.32,28.50
2020.00,2.00,15.00,3.00,38.30,25.35
2020.00,2.00,15.00,4.00,49.40,22.80
2020.00,2.00,15.00,5.00,76.70,21.55
2020.00,2.00,15.00,6.00,87.25,18.12
2020.00,2.00,15.00,7.00,99.40,17.32
2020.00,2.00,15.00,8.00,112.92,17.30
2020.00,2.00,15.00,9.00,116.85,20.27
2020.00,2.00,15.00,10.00,118.00,18.92
2020.00,2.00,15.00,11.00,108.03,19.47
2020.00,2.00,15.00,12.00,87.53,25.05
2020.00,2.00,15.00,13.00,49.33,53.57
2020.00,2.00,15.00,14.00,27.48,69.60
2020.00,2.00,15.00,15.00,25.30,66.95
2020.00,2.00,15.00,16.00,20.72,60.23
2020.00,2.00,15.00,17.00,16.35,57.58
2020.00,2.00,15.00,18.00,17.60,50.62
2020.00,2.00,15.00,19.00,15.87,47.57
2020.00,2.00,15.00,20.00,8.90,48.17
2020.00,2.00,15.00,21.00,11.15,48.30
2020.00,2.00,15.00,22.00,10.72,46.92
2020.00,2.00,15.00,23.00,10.82,43.48
2020.00,5.00,12.00,0.00,79.50,15.22
2020.00,5.00,12.00,1.00,58.50,28.15
2020.00,5.00,12.00,2.00,51.25,28.43
2020.00,5.00,12.00,3.00,57.27,30.38
2020.00,5.00,12.00,4.00,81.75,26.73
2020.00,5.00,12.00,5.00,116.30,21.28
2020.00,5.00,12.00,6.00,144.20,21.45
2020.00,5.00,12.00,7.00,155.75,21.00
2020.00,5.00,12.00,8.00,146.80,13.88
2020.00,5.00,12.00,9.00,159.82,18.85
2020.00,5.00,12.00,10.00,159.27,14.88
2020.00,5.00,12.00,11.00,147.45,13.28
2020.00,5.00,12.00,12.00,141.55,12.55
2020.00,5.00,12.00,13.00,130.40,16.02
2020.00,5.00,12.00,14.00,108.28,20.12
2020.00,5.00,12.00,15.00,81.83,27.00
2020.00,5.00,12.00,16.00,65.07,26.88
2020.00,5.00,12.00,17.00,60.62,26.12
2020.00,5.00,12.00,18.00,47.60,32.20
2020.00,5.00,12.00,19.00,44.90,28.10
2020.00,5.00,12.00,20.00,27.90,33.35
2020.00,5.00,12.00,21.00,24.65,36.00
2020.00,5.00,12.00,22.00,22.77,37.75
2020.00,5.00,12.00,23.00,18.38,36.90
2020.00,10.00,14.00,0.00,2.35,49.35
2020.00,10.00,14.00,1.00,2.15,45.95
2020.00,10.00,14.00,2.00,4.03,67.88
2020.00,10.00,14.00,3.00,8.62,54.62
2020.00,10.00,14.00,4.00,18.50,45.35
2020.00,10.00,14.00,5.00,43.83,42.38
2020.00,10.00,14.00,6.00,81.43,27.07
2020.00,10.00,14.00,7.00,105.25,28.18
2020.00,10.00,14.00,8.00,111.93,22.38
2020.00,10.00,14.00,9.00,121.78,21.88
2020.00,10.00,14.00,10.00,126.60,19.73
2020.00,10.00,14.00,11.00,122.05,25.70
2020.00,10.00,14.00,12.00,79.20,52.32
2020.00,10.00,14.00,13.00,9.37,125.10
2020.00,10.00,14.00,14.00,4.88,123.90
2020.00,10.00,14.00,15.00,6.70,126.05
2020.00,10.00,14.00,16.00,12.48,87.77
2020.00,10.00,14.00,17.00,12.80,74.38
2020.00,10.00,14.00,18.00,16.15,57.48
2020.00,10.00,14.00,19.00,17.15,45.05
2020.00,10.00,14.00,20.00,2.70,57.17
2020.00,10.00,14.00,21.00,4.77,44.20
2020.00,10.00,14.00,22.00,8.05,40.88
2020.00,10.00,14.00,23.00,4.30,50.20
2022.00,9.00,16.00,0.00,35.12,10.40
2022.00,9.00,16.00,1.00,31.60,14.45
2022.00,9.00,16.00,2.00,29.15,18.77
2022.00,9.00,16.00,3.00,31.55,13.83
2022.00,9.00,16.00,4.00,36.85,11.10
2022.00,9.00,16.00,5.00,42.35,14.07
2022.00,9.00,16.00,6.00,48.35,12.38
2022.00,9.00,16.00,7.00,50.48,12.15
2022.00,9.00,16.00,8.00,48.50,16.73
2022.00,9.00,16.00,9.00,45.60,17.38
2022.00,9.00,16.00,10.00,45.90,19.05
2022.00,9.00,16.00,11.00,49.18,26.28
2022.00,9.00,16.00,12.00,47.02,20.52
2022.00,9.00,16.00,13.00,40.15,32.33
2022.00,9.00,16.00,14.00,34.55,44.48
2022.00,9.00,16.00,15.00,33.02,40.83
2022.00,9.00,16.00,16.00,30.67,39.25
2022.00,9.00,16.00,17.00,33.08,38.00
2022.00,9.00,16.00,18.00,32.33,33.78
2022.00,9.00,16.00,19.00,30.40,35.60
2022.00,9.00,16.00,20.00,29.60,31.43
2022.00,9.00,16.00,21.00,31.40,31.90
2022.00,9.00,16.00,22.00,24.10,23.48
2022.00,9.00,16.00,23.00,21.92,23.38
2021.00,9.00,25.00,0.00,26.60,17.92
2021.00,9.00,25.00,1.00,29.50,19.38
2021.00,9.00,25.00,2.00,28.77,18.45
2021.00,9.00,25.00,3.00,35.42,16.07
2021.00,9.00,25.00,4.00,47.45,12.03
2021.00,9.00,25.00,5.00,54.22,8.07
2021.00,9.00,25.00,6.00,68.50,7.35
2021.00,9.00,25.00,7.00,66.90,9.38
2021.00,9.00,25.00,8.00,67.60,6.85
2021.00,9.00,25.00,9.00,73.20,6.88
2021.00,9.00,25.00,10.00,66.95,10.23
2021.00,9.00,25.00,11.00,70.12,13.13
2021.00,9.00,25.00,12.00,66.85,17.35
2021.00,9.00,25.00,13.00,53.90,32.60
2021.00,9.00,25.00,14.00,55.73,31.80
2021.00,9.00,25.00,15.00,53.48,20.62
2021.00,9.00,25.00,16.00,51.35,27.37
2021.00,9.00,25.00,17.00,40.17,21.95
2021.00,9.00,25.00,18.00,37.08,19.33
2021.00,9.00,25.00,19.00,34.00,19.15
2021.00,9.00,25.00,20.00,30.40,23.47
2021.00,9.00,25.00,21.00,33.38,16.30
2021.00,9.00,25.00,22.00,36.67,14.22
2021.00,9.00,25.00,23.00,39.98,13.20
2019.00,10.00,27.00,0.00,26.40,43.03
2019.00,10.00,27.00,1.00,20.75,48.67
2019.00,10.00,27.00,2.00,18.48,45.40
2019.00,10.00,27.00,3.00,29.12,29.10
2019.00,10.00,27.00,4.00,56.90,25.45
2019.00,10.00,27.00,5.00,89.08,22.65
2019.00,10.00,27.00,6.00,123.05,19.03
2019.00,10.00,27.00,7.00,130.67,15.25
2019.00,10.00,27.00,8.00,136.20,12.82
2019.00,10.00,27.00,9.00,140.25,11.45
2019.00,10.00,27.00,10.00,138.10,10.82
2019.00,10.00,27.00,11.00,142.10,11.62
2019.00,10.00,27.00,12.00,106.55,22.00
2019.00,10.00,27.00,13.00,67.08,40.15
2019.00,10.00,27.00,14.00,36.83,50.45
2019.00,10.00,27.00,15.00,42.83,38.83
2019.00,10.00,27.00,16.00,45.62,42.75
2019.00,10.00,27.00,17.00,52.55,29.80
2019.00,10.00,27.00,18.00,50.00,26.10
2019.00,10.00,27.00,19.00,44.10,23.95
2019.00,10.00,27.00,20.00,46.70,21.43
2019.00,10.00,27.00,21.00,36.80,28.43
2019.00,10.00,27.00,22.00,40.50,21.42
2019.00,10.00,27.00,23.00,29.35,28.55
2023.00,5.00,3.00,0.00,12.38,14.75
2023.00,5.00,3.00,1.00,12.48,12.78
2023.00,5.00,3.00,2.00,13.52,10.78
2023.00,5.00,3.00,3.00,15.35,17.60
2023.00,5.00,3.00,4.00,26.05,21.48
2023.00,5.00,3.00,5.00,46.33,16.55
2023.00,5.00,3.00,6.00,65.00,10.00
2023.00,5.00,3.00,7.00,81.85,9.72
2023.00,5.00,3.00,8.00,58.75,4.25
2023.00,5.00,3.00,9.00,48.40,2.78
2023.00,5.00,3.00,10.00,42.70,8.33
2023.00,5.00,3.00,11.00,37.25,8.43
2023.00,5.00,3.00,12.00,27.48,16.43
2023.00,5.00,3.00,13.00,24.23,18.48
2023.00,5.00,3.00,14.00,19.17,27.05
2023.00,5.00,3.00,15.00,15.05,26.47
2023.00,5.00,3.00,16.00,12.32,25.05
2023.00,5.00,3.00,17.00,12.73,25.70
2023.00,5.00,3.00,18.00,15.20,19.10
2023.00,5.00,3.00,19.00,14.27,16.32
2023.00,5.00,3.00,20.00,14.10,15.35
2023.00,5.00,3.00,21.00,16.75,13.80
2023.00,5.00,3.00,22.00,15.32,11.77
2023.00,5.00,3.00,23.00,13.92,11.20
2020.00,12.00,21.00,0.00,5.45,48.08
2020.00,12.00,21.00,1.00,10.55,63.50
2020.00,12.00,21.00,2.00,6.07,68.40
2020.00,12.00,21.00,3.00,4.20,62.48
2020.00,12.00,21.00,4.00,26.48,42.80
2020.00,12.00,21.00,5.00,43.35,53.00
2020.00,12.00,21.00,6.00,58.33,47.47
2020.00,12.00,21.00,7.00,77.23,34.77
2020.00,12.00,21.00,8.00,93.38,28.58
2020.00,12.00,21.00,9.00,106.80,25.20
2020.00,12.00,21.00,10.00,102.32,33.33
2020.00,12.00,21.00,11.00,94.62,35.83
2020.00,12.00,21.00,12.00,17.85,132.10
2020.00,12.00,21.00,13.00,7.15,141.55
2020.00,12.00,21.00,14.00,4.53,109.95
2020.00,12.00,21.00,15.00,3.00,97.82
2020.00,12.00,21.00,16.00,3.27,91.80
2020.00,12.00,21.00,17.00,2.48,81.10
2020.00,12.00,21.00,18.00,8.45,83.40
2020.00,12.00,21.00,19.00,2.35,71.60
2020.00,12.00,21.00,20.00,2.70,63.38
2020.00,12.00,21.00,21.00,3.48,82.90
2020.00,12.00,21.00,22.00,2.73,62.62
2020.00,12.00,21.00,23.00,2.58,42.72
2022.00,6.00,28.00,0.00,50.43,48.27
2022.00,6.00,28.00,1.00,49.30,50.65
2022.00,6.00,28.00,2.00,42.22,45.60
2022.00,6.00,28.00,3.00,35.90,33.83
2022.00,6.00,28.00,4.00,50.58,29.68
2022.00,6.00,28.00,5.00,62.10,27.20
