year,month,day,hour,O3_target,NO2_target
2024.00,1.00,22.00,16.00,4.32,86.95
2024.00,1.00,22.00,17.00,4.72,88.53
2024.00,1.00,22.00,18.00,4.83,86.95
2024.00,1.00,22.00,19.00,4.55,64.35
2024.00,1.00,22.00,20.00,4.60,56.77
2024.00,1.00,22.00,21.00,5.05,50.00
2024.00,1.00,22.00,22.00,5.17,43.17
2024.00,1.00,22.00,23.00,5.47,38.95
2020.00,2.00,15.00,0.00,16.98,29.72
2020.00,2.00,15.00,1.00,28.55,23.88
2020.00,2.00,15.00,2.00,26.38,26.62
2020.00,2.00,15.00,3.00,27.72,28.68
2020.00,2.00,15.00,4.00,42.22,21.80
2020.00,2.00,15.00,5.00,55.65,20.23
2020.00,2.00,15.00,6.00,69.05,19.52
2020.00,2.00,15.00,7.00,83.00,18.23
2020.00,2.00,15.00,8.00,95.00,17.57
2020.00,2.00,15.00,9.00,97.50,19.38
2020.00,2.00,15.00,10.00,89.75,23.43
2020.00,2.00,15.00,11.00,84.43,21.85
2020.00,2.00,15.00,12.00,66.67,27.90
2020.00,2.00,15.00,13.00,34.78,40.33
2020.00,2.00,15.00,14.00,14.93,51.03
2020.00,2.00,15.00,15.00,11.05,52.97
2020.00,2.00,15.00,16.00,10.43,54.92
2020.00,2.00,15.00,17.00,9.65,53.90
2020.00,2.00,15.00,18.00,8.98,58.67
2020.00,2.00,15.00,19.00,8.68,55.35
2020.00,2.00,15.00,20.00,11.30,55.40
2020.00,2.00,15.00,21.00,10.68,48.00
2020.00,2.00,15.00,22.00,11.58,51.75
2020.00,2.00,15.00,23.00,10.10,36.28
2020.00,6.00,5.00,0.00,18.75,11.80
2020.00,6.00,5.00,1.00,22.00,13.80
2020.00,6.00,5.00,2.00,24.75,14.50
2020.00,6.00,5.00,3.00,17.20,13.38
2020.00,6.00,5.00,4.00,34.80,13.00
2020.00,6.00,5.00,5.00,50.12,10.40
2020.00,6.00,5.00,6.00,66.10,10.80
2020.00,6.00,5.00,7.00,80.08,12.20
2020.00,6.00,5.00,8.00,90.03,16.98
2020.00,6.00,5.00,9.00,95.60,12.75
2020.00,6.00,5.00,10.00,90.88,15.65
2020.00,6.00,5.00,11.00,67.25,16.75
2020.00,6.00,5.00,12.00,55.48,19.40
2020.00,6.00,5.00,13.00,52.15,23.43
2020.00,6.00,5.00,14.00,39.62,43.10
2020.00,6.00,5.00,15.00,23.35,55.30
2020.00,6.00,5.00,16.00,41.75,36.25
2020.00,6.00,5.00,17.00,41.32,16.15
2020.00,6.00,5.00,18.00,28.70,11.45
2020.00,6.00,5.00,19.00,18.25,10.53
2020.00,6.00,5.00,20.00,6.00,10.18
2020.00,6.00,5.00,21.00,22.25,12.50
2020.00,6.00,5.00,22.00,23.95,12.80
2020.00,6.00,5.00,23.00,24.45,12.30
2020.00,5.00,12.00,0.00,42.30,12.90
2020.00,5.00,12.00,1.00,44.20,12.98
2020.00,5.00,12.00,2.00,42.43,14.18
2020.00,5.00,12.00,3.00,47.65,18.20
2020.00,5.00,12.00,4.00,57.30,14.93
2020.00,5.00,12.00,5.00,65.33,18.75
